BC_ID BC_Counts Mut_ID
115343 1 1007
259674 2 423
11008 1 1001
98611 2086 1002
60813 4259 112
10996 75 949
69508 36 846
31561 1 894
5869 1022 715
151211 52 652
4148 1703 159
104257 50 214
215773 4849 648
25412 3 526
17609 30 1007
46473 2423 547
17353 2125 50
74445 1262 979
229 2 266
227 93 133
226 2 526
16226 68 237
2211 2637 826
6450 1 578
291477 2 619
154115 1259 710
23909 2 976
151 3141 710
153457 2051 95
20718 2027 642
52165 1774 209
19833 3 84
19830 1 896
17511 1545 962
17516 1 289
17515 1 47
105298 1 772
204675 1 524
85449 1 947
323402 2 85
49150 691 864
46671 3082 890
26051 7 596
2503 88 353
9353 2 343
122710 1 652
101866 1 279
99521 3 555
90293 206 60
58827 1 333
17174 2199 526
60673 2116 648
75084 77 227
39807 5 866
27944 3 211
274280 1570 423
16916 1983 1002
204458 465 233
116176 1 309
57423 887 119
97478 1 607
36813 51 865
105348 1803 138
53516 1 431
125273 1131 596
14852 4223 423
18886 21 1014
84622 2 800
167890 1 809
26947 191 766
63253 2334 712
44854 1004 596
63251 4 956
14075 1 634
38613 2 426
193897 2 729
9773 3 227
10515 32 687
39713 1297 970
18422 41 893
90727 1409 48
59800 1 259
2858 2 323
72657 2 899
112077 2 935
5461 1 461
54328 1 570
251856 2726 132
121620 2778 534
5266 2 981
5265 4303 423
68630 2 988
36265 899 60
48598 412 215
39629 1 339
79036 1 106
168237 540 505
163055 1 418
138717 1 617
18170 2712 618
72084 1 729
127128 2 203
14456 1968 226
11133 7939 757
18371 3092 423
30287 5280 423
30282 1 729
3029 3755 704
3028 1345 233
14699 1 792
55094 1 687
142097 569 423
157827 3803 177
108871 1 913
40331 882 4
1015 1 727
1010 2 461
8730 1 775
249201 1 423
1237 1 988
76237 1 819
136543 2 60
13868 9777 423
31001 526 680
111376 1 938
195818 558 431
5674 948 310
67791 2690 203
12627 4 366
137544 2 388
35902 2201 423
28247 9472 34
180705 45 343
6502 778 72
38386 2 979
6504 867 165
171044 1 423
34189 116 381
23061 1885 622
4900 2 252
436 5518 536
29626 3192 921
225622 127 521
430 4176 115
126121 1 149
121260 1 970
117633 2 572
163886 3829 565
145713 1 371
180127 1783 20
23481 2093 85
8462 1 680
71759 1 132
188717 2 623
194852 1 757
39142 130 250
19112 406 134
30973 3441 432
108300 5 742
6438 44 687
7552 1 815
28883 1 574
145155 4 1003
156953 1278 704
110350 2 215
35479 87 9
28864 1 522
110195 1228 352
145392 1 308
74692 65 353
298300 2 723
22534 584 52
149805 1 981
89227 29 954
43307 2 704
166443 47 775
55650 2 652
16039 1 302
73939 2920 8
160908 823 1001
5816 664 261
3066 1 252
46199 1 969
57788 6510 423
48841 1 924
96603 2394 965
25390 34 185
16586 44 26
12057 5549 119
12056 2984 468
235 1872 781
13505 3244 468
233 1595 930
12699 866 50
1 2 185
65236 1941 684
5920 2944 375
25718 11266 423
96048 494 851
152469 3 456
64544 1 639
325275 2 1007
191558 2431 132
20705 3678 1000
65542 102 1014
63663 4 91
195482 2 979
2089 2 699
270713 265 387
244421 2 180
136265 2 453
26265 1 144
102696 4 512
323419 2 13
26269 10074 423
141904 1836 468
17761 1 132
58033 1 50
20673 1535 964
105571 55 457
1197 5 138
172343 3002 252
118978 145 366
116162 2810 162
16966 2313 205
2155 56 573
2157 11454 423
2403 59 204
184803 81 119
930 2 340
138246 60 853
38419 828 781
36593 1 32
5388 3 441
33720 2 804
63533 2 104
29764 2377 809
49456 1110 976
54683 1 618
182395 3 423
3241 2 107
7311 60 71
237075 1 391
36971 3 60
90731 4 949
18414 15 125
203856 8442 423
18986 1 277
257477 1017 143
1481 294 804
156188 3 45
10236 26 685
31698 3250 423
20295 1 76
41524 4 639
5492 2363 371
68641 4248 90
12143 324 189
39635 1 896
48580 1 886
121632 3695 159
83890 834 672
42526 1514 266
136500 1 837
1132 4105 252
14442 2 650
6252 1 364
24563 6 148
26993 1 635
26992 1 775
3018 2 492
208618 672 468
14681 3 800
91429 1724 209
143087 1 228
3014 1 717
7143 1 308
33895 66 564
137227 3 289
64828 1455 458
13495 1 308
1003 1 518
89858 1 83
23657 1 145
31014 1 449
31547 1 652
23653 10 680
8295 2733 243
123076 1477 574
89033 626 584
205865 2 115
59408 1 618
268499 1 459
34385 2 279
11011 112 536
76532 1 227
28093 1 710
23014 12 84
136155 1218 959
115284 1 524
183115 1 383
155199 1 34
3871 1 975
110502 2561 935
256404 1 683
184485 1 644
14408 1 34
30944 1845 526
184247 703 302
109223 1 986
5715 1072 180
77875 1890 903
44808 1579 691
52712 1 177
25630 65 1002
61303 82 170
279974 2 175
32607 1 705
26298 2468 956
28874 3625 339
93482 1610 476
35647 1902 423
235139 2123 757
11488 3 205
304281 2 687
35649 2882 853
78930 15 638
17358 2 500
98635 5 280
115933 1 639
4169 6 381
51327 1 618
16023 2 99
35249 11722 807
174312 132 6
19924 2199 780
208 2578 337
292524 1 938
17494 1 618
13143 1 544
32280 369 618
244505 703 724
25361 5372 34
42578 4 113
97070 1 932
2230 1468 1001
69781 102 235
104580 226 835
42574 2412 7
150122 943 183
5933 29 313
5930 1437 971
253342 1728 899
260688 404 979
64577 2213 6
76886 7412 692
36347 1176 43
4579 2225 815
19816 3 520
32137 55 756
41954 1 509
133957 1 479
184728 184 13
235317 1 34
42378 25 549
210055 1052 967
86280 1 1014
121826 3 874
99947 1 374
104160 821 984
90455 2 1007
9379 21 162
197403 1120 119
197406 4283 162
2706 100 16
4886 2487 34
7966 6 228
38803 2316 71
98890 4745 34
1829 664 570
251508 40 893
2146 1 239
17084 145 589
42976 2584 742
42203 7573 859
12265 1173 376
53236 1938 625
49993 1 650
11804 2 1012
1926 1 544
1927 109 993
39739 4008 547
58151 3 200
255752 1 647
146135 994 252
21469 6997 60
3472 1 574
37434 1 524
84280 3274 547
18974 18 149
18408 1103 924
141733 13 91
45612 1 898
33408 1791 423
176725 1310 132
146420 1 456
18403 2 202
33401 985 534
45618 2 20
230214 26 771
137149 47 648
68785 248 180
43023 2 1011
41534 3059 83
115612 563 170
143723 1 647
787 1 3
95650 1 915
252570 1 733
142384 4 423
84607 2993 935
27689 5062 1000
92268 2 119
227068 1374 12
137360 4 423
15944 1979 930
168767 1 892
50200 2553 162
58573 1187 202
174494 1 766
9124 1 488
265803 1 809
1370 3 976
126035 14 773
26916 4 80
31637 1 816
133261 4126 949
50821 2978 60
169144 2 925
37650 1 618
83774 26385 859
635 2 757
226950 236 152
8069 22 917
178753 2 423
73056 1 899
23132 4 617
145555 2677 439
7481 1455 48
7754 1 226
242861 1 363
59197 53 47
59196 4108 718
24030 1 837
291783 6 807
14541 1 488
14543 1 132
154956 2110 592
108099 26 186
288412 1851 926
34453 6 149
1102 1020 33
207582 3 100
142935 1 17
4088 1 313
27021 2 565
11324 1 742
51796 44 535
151532 1445 1013
7573 1 61
197181 1 366
9816 2452 536
100100 1086 439
100453 1 756
35075 1 799
7773 740 310
225991 6 149
146668 2 979
88641 171 72
35496 87 815
286813 575 954
8316 67 119
28847 1169 362
114140 2 1001
23350 90 688
130593 2 186
23829 3197 212
52978 1331 138
215965 1 932
109123 4 777
140071 1 965
4159 1449 512
86070 1 768
32927 258 1004
22192 855 930
22777 1 817
59906 67 476
215 1562 426
19267 1 659
79981 472 125
29490 1144 46
78847 71 85
16561 1 60
52952 158 1014
15188 2 727
131359 1 203
97886 1 456
31845 1 773
23911 13138 807
92012 3293 242
57698 3 853
154305 952 434
135633 7050 638
49052 1 353
21078 2152 639
9420 1 845
185604 1508 309
119084 2 52
32144 258 993
6311 66 449
287708 1 853
6395 2 685
2394 4 302
2395 4671 660
17361 1 205
105178 23 132
2391 3120 983
121837 3419 83
220492 574 836
20611 4 1002
80197 1 519
5015 2943 350
57342 1666 1005
27939 1332 461
49618 38 846
25202 5776 261
9490 1985 227
49612 432 423
17143 1218 186
102510 1 627
85034 3035 954
1852 940 570
75234 5 899
6269 72 898
17093 1 780
17090 92 846
227704 1 829
2174 1669 984
2175 703 453
42216 1 766
48479 4 606
118560 4 650
80998 1 377
19148 1 165
55226 1 1001
41430 2829 930
21456 285 75
10785 2971 819
83968 690 580
45286 8 239
121014 2035 118
3466 1 421
3462 1 215
22987 1022 237
37402 1 893
849 638 996
134101 2186 34
53846 2 52
41328 31 1001
20588 1 924
103379 1619 256
102203 1885 925
41057 1 308
84504 2019 185
59766 819 423
9038 1 998
10256 2369 1012
107483 2334 234
37245 5 231
143486 328 458
13124 1 359
13120 1688 109
176378 125 91
34280 43 717
29894 2 431
29899 1 441
222242 2 423
264592 2 251
2958 3 819
24341 29 998
28478 47 431
58744 1951 817
143798 3 80
17951 2 245
17950 5083 639
91401 3100 935
20329 34 5
232780 1 34
606 1682 960
4361 44 181
600 3775 512
30035 1 50
8075 214 55
59436 3 710
8275 4443 213
59187 1 461
637 7 983
187100 4 381
162894 593 367
1447 2 988
15971 1 61
21390 2 115
47275 105 887
243000 1 476
47270 22 110
13780 11 109
23745 28 781
23748 3999 295
4099 1 91
55196 1 674
23585 44 809
126689 14 423
159524 39 209
11314 1016 973
199928 4 486
197190 1 638
59238 1 66
9805 2 733
12412 3 9
55043 93 47
9802 86 227
36760 2073 311
324934 1 381
245059 1 1001
42897 2021 1001
127152 1320 343
150252 85 998
6720 15 551
2320 1 883
111431 34 809
28856 4 763
8309 18 374
8095 2398 116
5822 2 205
39062 2802 756
100201 1 924
11288 2 100
4141 2 631
110528 2 623
32449 1509 313
96490 1 188
22766 20169 592
134723 3 245
14425 4999 846
19788 1 856
116552 311 767
110252 1388 733
77444 1387 705
82584 2 729
77448 1 892
19300 1 893
19653 1 613
43802 1 204
25742 1 648
177764 1 601
69078 7 1014
196 2860 898
17220 1 715
6387 79 111
16319 1 428
4558 6 9
19874 4 552
2541 7 374
90432 1452 60
119904 2057 400
64996 2931 423
42353 1 830
55240 1 597
165857 2 800
56331 1125 780
2387 997 646
93442 4056 35
292548 484 767
235461 75 926
9154 1394 660
140933 1657 729
70546 422 133
98185 1 517
9481 14 340
176385 4 364
16794 1985 109
204129 1 12
43606 14 132
4954 30 650
20489 2683 138
53219 632 566
113257 1 639
83978 1 321
7347 4121 853
135841 3 1001
305110 413 506
3294 45 311
20132 1513 47
5133 50 421
3291 3143 520
854 4 536
100954 2 885
84757 2 337
3455 1 468
33178 2218 639
36926 704 125
271831 888 958
41511 1338 623
41516 6 95
18205 1 1002
44012 2226 40
71127 2486 742
7009 1 819
94734 2387 843
53452 9 998
20008 1961 109
5228 2 628
83570 1577 310
21539 1508 232
24016 2 98
179648 1088 7
8930 2 1012
37095 1 887
11868 3536 47
15814 60 292
89443 1 591
59536 3845 34
15140 1274 597
272051 1 231
744 1 569
209755 1 191
147112 3 940
136766 2158 12
6890 7337 807
3061 6 680
90815 2840 565
289246 155 144
276 7 149
2940 91 925
94933 5 364
143679 1 461
2851 3 245
198267 3274 205
123797 4324 423
37891 1586 20
147571 827 967
67442 1165 390
319400 1673 932
610 4524 125
43909 1 617
78534 1 831
179919 1423 923
182053 1 829
15560 71 806
258660 947 474
62014 37 347
26893 83 138
24309 32 395
26898 97 1001
123225 5333 295
1476 1 479
68856 2 231
79301 495 177
78781 1 883
29068 1 846
1304 15 296
1306 4 572
23204 1 883
31465 8697 362
64437 1 800
91960 1011 831
35701 2260 757
5741 55 657
23595 2 476
13934 1745 597
135273 1501 976
35830 1 983
5583 3 625
24304 2305 213
221470 867 83
9834 102 147
38213 10417 3
25825 5027 800
245735 9493 800
180831 1 52
54326 2 203
87988 77 213
3598 1 835
25925 1 886
170517 1 51
61112 800 407
287019 2273 366
8334 2039 612
100785 1401 644
196168 1760 423
23376 2434 375
74650 1 48
43342 8951 924
12534 3 390
115777 5 1000
104205 1030 674
214700 1905 514
127562 2312 564
299848 77 177
5695 2969 50
149136 1 599
25354 8005 423
32091 83 757
16548 1 535
22409 2289 302
124996 810 646
77697 1 381
16541 1 669
1066 2 732
22402 1 231
255954 1 886
296100 1048 619
166530 3 988
150618 1438 138
82338 2481 252
447 1 648
52882 1 34
56502 740 202
27267 1 570
51203 26 856
19660 1 802
200259 1 347
2280 1035 266
98513 1618 269
46717 1680 85
3668 390 916
2286 37 772
292486 688 71
191287 2194 896
163496 1 102
277085 121 866
167205 3 976
2572 1 132
11690 1976 723
165532 12 1001
57746 2780 125
11455 1 845
6590 2661 777
98202 1 1000
3596 2211 817
5036 272 423
39859 1749 412
1876 1 705
17129 3361 843
13322 1 34
1082 36 534
977 1245 985
36731 615 32
41853 94 271
193710 2 115
97601 39 473
113017 1 802
152420 1 106
2117 2 866
20125 15 70
45718 1243 239
62375 890 50
121078 1382 729
10018 2 536
140426 1 772
1915 1 993
1916 1 40
26037 34 433
270722 3 618
270530 1 859
235857 2 340
192531 1 228
62979 1840 930
79290 138 605
36396 3 185
53684 1 526
125956 3266 209
45375 965 60
2758 2925 843
883 2040 209
232538 1 1005
884 3767 958
54667 2024 112
107415 1 988
54663 284 998
5211 51 1014
14156 1066 458
9056 2563 846
78374 64 168
28267 1 768
63175 2 813
45879 55 375
223936 1 1016
24067 906 969
157549 1 116
18525 2217 757
176602 2333 185
85768 1059 89
176822 1 296
78559 743 40
18301 2 834
119351 1209 1015
44449 387 623
24322 951 217
7107 1 659
272688 34 252
14375 2799 587
68990 4217 376
29473 94 587
1040 991 711
1045 901 500
9583 1 279
71116 1 853
18782 416 627
188458 629 90
164128 1 1009
115576 2 119
192398 1 815
24499 2349 104
109591 2719 790
50367 1 768
29980 1 456
8282 1 825
24254 4608 965
123235 91 279
7611 1 807
79339 880 552
94896 27 912
68537 611 46
68535 2984 845
111025 1 76
8652 1831 710
1461 1 710
72369 1401 476
35730 4226 20
31470 2 71
66879 1 85
5753 1343 618
82103 2 195
30905 730 996
15354 1 625
15353 1367 924
67876 939 732
48829 1 132
13926 1 536
4235 53 133
4234 3 234
6449 34 169
15193 1973 780
50567 3304 976
27673 1 777
47632 1 431
129924 663 612
91604 379 83
245704 1 333
127429 1023 981
126406 868 969
13690 1953 830
72561 2 866
131811 4371 907
55737 5435 705
32555 1 381
55731 2136 118
13699 112 596
32883 29 60
89256 1 213
148032 1376 956
57084 1 717
47147 2 204
51360 2 246
73965 109 433
27789 2 344
27788 2481 252
22361 120 836
110097 163 787
55558 1 804
253789 3348 213
4192 64 529
292760 4016 80
119723 23 938
23417 26 1013
120592 3 392
110071 30 125
31877 3150 366
140134 585 97
77424 1 456
4058 11 950
22092 1 24
145183 733 279
51745 1 280
51966 3546 80
21045 2058 680
60527 2 116
3617 2 4
120242 1506 347
19696 2 261
32370 22 772
56287 3 279
25033 4 816
166346 133 886
166347 1481 50
287734 2 85
2567 3750 14
220357 1 802
82250 1 347
2367 1 657
14606 2 647
7291 1838 34
57557 1 974
49667 2 804
59623 2 869
9139 1 670
99348 5 423
5026 1 85
118252 28 149
3728 2 132
36097 608 921
71688 1 387
162426 2 757
4933 1 353
960 1507 620
14525 1667 757
6296 181 461
4688 2 362
69725 351 173
6059 207 188
250309 2119 347
43626 2834 83
2100 1539 892
42089 2295 930
152744 1 866
87266 1207 326
5116 3494 886
14019 1 724
5112 2 976
2635 1441 815
54474 2 204
94708 2 921
37475 1 988
21857 1 756
136498 19 109
216496 2 461
79844 19 138
44701 2666 625
79840 1771 60
179025 1923 843
162512 1037 969
2034 5 34
2033 3367 47
49395 2188 132
42669 12 521
42884 2680 692
4843 4 1000
317000 2 191
264901 1765 279
47223 1 2
7326 1 479
170060 234 921
216760 1 639
99014 2 852
21423 96 421
71217 1 356
83516 1 47
170853 2 938
24074 4 704
37277 225 686
36077 3 47
36073 480 52
65595 2276 309
13170 1 500
44635 2 618
135796 1 375
254792 1 960
112749 1 428
2964 1 969
2966 206 677
33933 666 474
37291 4280 138
146995 9 147
255444 1 809
143583 1 40
62633 9759 423
39502 190 5
6874 4 983
138965 2 578
158049 1 213
45928 2 833
42699 1 476
306117 4 816
226778 7027 712
44034 1 573
40002 3 40
13001 121 546
61983 3 941
59603 1 952
149577 2003 423
67516 2 72
76674 1 526
1095 2217 287
89061 3210 783
89064 2124 1001
118526 74 780
29999 1002 853
248525 1911 203
37854 1 400
14584 1060 173
18837 654 521
27521 268 109
14745 1083 217
37061 1 964
82016 7 111
29681 1785 601
1418 99 750
67607 1613 239
47440 125 50
192324 1 807
1326 1895 295
111242 1 74
222857 1 513
93729 3 530
268193 1 147
12424 1 618
15433 2 439
18303 144 202
8137 31 584
27665 352 246
151009 153 204
186559 1544 802
85258 485 392
1522 3 90
28333 5314 423
28332 1 819
308 1475 163
309 6 149
322962 1461 648
300 1232 109
301 1 846
92836 576 423
34748 2 261
228988 1595 484
88334 814 391
24689 1 949
15320 4 439
35293 4030 423
51425 2856 777
12516 5 843
51354 105 1013
100250 48 892
57606 652 805
50972 6656 423
28151 1 205
170379 1 311
127237 1 361
105171 1 807
150994 884 261
27542 2 245
1249 266 1012
16525 1028 461
181230 4358 432
20260 1543 647
245671 2 1000
6601 1 185
230579 2 896
200875 3 652
12639 2895 534
177912 3 83
22425 230 170
78899 2038 686
5941 1 479
11504 1878 13
117933 2 132
69266 813 650
62913 3623 118
65107 1 1006
126337 1 509
120302 4922 423
19533 1870 367
191733 451 464
19530 1082 245
21038 2875 657
246048 1 1004
12189 541 705
12188 1 119
7851 1 289
141186 1 175
192739 1 807
12747 76 534
198918 1 975
28147 1 757
11439 5 974
19997 8 906
97578 5209 329
49656 5 391
203653 3 174
74365 1 639
17697 154 186
1895 31 153
25240 1 887
21146 2219 768
2136 1 715
218104 8 596
1701 1 211
113008 23 841
105683 1560 138
52422 1 441
293429 1484 125
124228 1 809
250313 1 446
87210 1 657
20144 112 423
244711 1 135
2642 1 161
166976 26 149
22941 138 148
84769 1941 296
85140 1460 657
148692 1 494
74472 1 589
3424 2801 520
300036 1 209
6335 1 52
128654 1 900
4857 1 19
4856 1624 846
102489 197 1004
84822 462 459
162705 3072 265
45028 2074 865
44281 3 998
53486 2 377
10291 1208 279
58638 145 423
48294 185 381
63392 3800 757
11985 43 1000
120902 10 1014
148768 296 372
268740 6332 807
106171 3228 674
54732 1 710
78531 56 340
33258 1 381
152007 965 310
58259 2933 926
129019 1 50
1068 134 449
211777 1743 887
29459 2 886
208475 1 76
40839 4237 62
30694 52 896
5307 319 437
84541 1273 214
176243 2 536
243126 1 956
68088 9103 807
226909 526 835
8236 2277 625
129785 1578 311
8238 1 245
104829 2 66
31270 374 470
1088 1 191
133898 595 138
97111 212 195
2826 6 149
24279 1979 617
20216 16 400
7630 3122 520
159661 1057 899
48578 1 780
37139 1493 33
79042 1 830
31418 1 764
118461 2 986
171562 3225 773
212693 3 468
79669 1209 589
1330 70 650
445 12 120
113307 59 439
137425 2 408
51503 2 792
5777 15 153
38 2 333
694 3 985
186563 934 756
27652 6 1001
30 233 1012
102859 1 998
640 1 855
174409 1 983
28326 2190 526
50741 1 364
50292 1 974
1539 3520 780
23140 6 819
130546 1541 913
228153 2 773
82225 2 794
31303 1 600
39727 65 704
228400 530 9
4103 1391 954
4105 458 956
38295 1502 7
131019 1 390
1633 664 460
10037 1851 646
140025 181 766
15248 4 401
55398 970 894
165439 1 1005
30336 3 190
119646 555 206
145475 27 233
35755 2 476
38313 1 440
207426 3 1011
69609 7 362
25908 1 819
3895 6981 547
92914 1 74
92915 3796 815
180335 1 802
12622 3 595
12621 1 364
140112 710 211
145259 69 97
71314 1174 1004
13508 1 45
5952 2 976
4618 2594 226
155359 4 596
4070 786 449
39135 1141 1009
187216 2 1013
127444 2 34
35400 1 509
215886 1 209
43473 1 544
64640 1 85
151920 1 926
74579 2 534
22865 3 618
117114 2 926
32355 119 983
25017 1 984
16193 1 138
26210 2561 60
46166 2791 684
2341 2442 363
118111 2364 313
