BC_ID BC_Counts Mut_ID
26051 4 596
2503 36 353
11647 1 790
101866 1 279
90293 204 60
6519 1 1010
17174 1659 526
60673 1686 648
75084 40 227
39807 1 866
27944 2 211
3042 548 486
274280 1318 423
16916 1240 1002
204458 227 233
116176 1 309
21390 2 115
97478 1 607
36813 20 865
105348 1107 138
53516 1 431
125273 951 596
14852 2714 423
70365 2 153
18886 4 1014
26947 463 766
63253 1927 712
44854 593 596
14075 1 634
193897 2 729
10515 14 687
39713 837 970
18422 17 893
90727 1034 48
12932 1 183
255511 1 968
168303 1 750
112077 2 935
251856 2660 132
121620 1890 534
5266 1 981
5265 3310 423
68630 1 988
36265 592 60
48598 321 215
168237 279 505
18170 2139 618
127128 1 203
144750 3 72
14456 1463 226
11133 6335 757
18371 2421 423
30287 4397 423
11314 680 973
3029 2720 704
3028 966 233
14699 1 792
40336 1 400
142097 301 423
157827 2501 177
40331 878 4
8730 1 775
136543 3 60
13868 7374 423
31001 235 680
195818 476 431
5674 508 310
67791 1874 203
35902 1521 423
28247 7453 34
180705 35 343
6502 532 72
11008 1 1001
6504 536 165
171044 3 423
34189 50 381
23061 1490 622
4900 2 252
170060 277 921
29626 3063 921
225622 59 521
430 2901 115
126121 3 149
121260 4 970
117633 2 572
101368 1 387
163886 3867 565
180127 1168 20
23481 1508 85
8462 2 680
43238 1 438
43235 1 1007
188717 2 623
39142 54 250
19112 137 134
30973 3225 432
108300 2 742
110990 1 864
177912 7 83
556 3 4
35479 39 9
28864 1 522
110195 725 352
28861 1 362
84822 320 459
22534 326 52
172421 1 235
89227 13 954
3062 1 395
43307 1 704
166443 21 775
73939 1967 8
12516 2 843
5816 793 261
57788 4391 423
48841 1 924
96603 2219 965
25390 11 185
16586 28 26
12057 3533 119
12056 1902 468
235 1269 781
13505 2524 468
233 1474 930
2227 2 768
12699 545 50
43831 1 510
65236 1381 684
5920 2183 375
25718 8117 423
96048 422 851
64544 1 639
325275 3 1007
191558 1729 132
20705 3197 1000
7823 1 648
65542 7 1014
63663 1 91
195482 1 979
270713 83 387
90262 1 261
26269 8551 423
141904 1455 468
17761 1 132
58033 1 50
90281 636 201
134121 2 729
105571 36 457
17166 1 149
1197 2 138
172343 2204 252
18637 1 266
118978 87 366
60448 1 769
16966 1510 205
2155 32 573
2157 10107 423
2403 19 204
184803 30 119
138246 28 853
38419 643 781
5388 1 441
33720 1 804
29764 1910 809
49456 772 976
182395 1 423
7311 32 71
63089 1 947
125446 6 511
36971 2 60
90731 2 949
18414 15 125
203856 6329 423
257477 851 143
1481 248 804
10236 10 685
5494 1 768
27825 1987 526
317505 1 659
5492 1508 371
68641 2994 90
12143 169 189
21506 1 418
48580 1 886
121632 2421 159
83890 340 672
42526 1299 266
136500 1 837
109406 1 868
1132 2673 252
14442 1 650
24563 1 148
208618 530 468
14681 1 800
91429 1106 209
3014 1 717
33895 38 564
64828 950 458
13495 1 308
1003 1 518
627 1 283
31014 3 449
28387 1 133
23653 12 680
8295 2443 243
123076 1205 574
27727 3 786
205865 1 115
34385 1 279
11011 65 536
11012 1 657
23014 5 84
136155 1111 959
245671 1 1000
143394 2 547
183115 3 383
32469 1 13
110502 1999 935
256404 1 683
184485 1 644
151375 1 433
30944 1613 526
184247 547 302
170259 14 149
44808 1001 691
25630 33 1002
61303 26 170
282361 1 1001
35489 1 600
32607 1 705
26298 1708 956
28874 3244 339
93482 921 476
35647 1284 423
235139 1515 757
11488 2 205
13659 1 954
35649 2156 853
78930 9 638
89216 1 72
4169 1 381
240470 3 772
35249 9160 807
16750 35 55
19924 1982 780
208 2342 337
292524 1 938
32280 345 618
244505 525 724
25361 3835 34
166277 1 500
43006 2 618
2230 1514 1001
69781 48 235
104580 118 835
42574 1927 7
150122 511 183
5933 10 313
101268 2 339
5930 971 971
253342 724 899
260688 342 979
64577 1771 6
229 1 266
76886 6343 692
36347 983 43
4579 1206 815
32137 24 756
184728 81 13
42378 8 549
210055 1060 967
121826 1 874
104160 487 984
9379 8 162
197403 692 119
197406 3839 162
4886 1705 34
7966 3 228
38803 2060 71
98890 3621 34
1829 445 570
251508 18 893
113293 1 767
17084 107 589
42976 2222 742
4976 3 751
42203 8469 859
12265 938 376
53236 1281 625
1927 63 993
39739 2800 547
58151 1 200
146135 731 252
21469 5238 60
298300 3 723
84280 2596 547
18974 8 149
18408 944 924
69609 2 362
45612 1 898
33408 1750 423
176725 1323 132
18403 1 202
33401 991 534
14944 2 350
230214 17 771
137149 28 648
68785 191 180
3312 1 953
5482 1 1002
41534 2451 83
115612 549 170
24032 1 659
142384 4 423
20024 1 162
84607 1981 935
84357 1 147
27689 3282 1000
227068 1514 12
137360 2 423
15944 1116 930
50200 1890 162
58573 699 202
14305 1 38
265803 1 809
151754 2 807
58771 1 647
126035 11 773
26916 2 80
133261 2765 949
25825 5245 800
27585 1 186
34154 1 597
83774 27675 859
226950 130 152
8069 4 917
200116 4 888
145555 1564 439
7481 708 48
59197 18 47
59196 3509 718
291783 3 807
106517 1 175
154956 1506 592
50333 1 596
108099 12 186
288412 1326 926
34453 2 149
1102 594 33
142935 2 17
77491 1 468
51796 85 535
151532 1248 1013
59220 1 648
9816 2694 536
100100 569 439
7773 533 310
225991 2 149
88641 6 72
35496 44 815
61112 494 407
286813 705 954
8316 28 119
28847 842 362
23350 17 688
23829 2455 212
52978 789 138
140071 1 965
4159 903 512
60841 1 464
32927 49 1004
22192 520 930
59906 53 476
215 1017 426
79981 840 125
31698 2500 423
260920 1 125
578 413 2
78847 45 85
52952 25 1014
131359 1 203
34290 2 600
23911 11014 807
23912 2 455
25774 1 209
92012 2345 242
51959 2 177
154305 504 434
135633 5822 638
21078 1810 639
185604 934 309
42699 1 476
32144 160 993
6311 47 449
6395 1 685
2394 2 302
85258 352 392
105178 10 132
2391 2303 983
121837 2318 83
220492 1056 836
20611 2 1002
80197 1 519
5015 2116 350
62913 3438 118
27939 1023 461
49618 29 846
25202 4779 261
9490 1438 227
49612 442 423
49610 1 935
17143 1143 186
36755 1 877
85034 2155 954
1852 442 570
75234 7 899
6269 47 898
2170 6740 423
17096 1 891
2174 1141 984
2175 490 453
36286 1 84
118560 2 650
41430 2160 930
123505 1 347
21456 252 75
10785 2760 819
39727 37 704
10037 1110 646
121014 1186 118
71314 1008 1004
22987 703 237
849 458 996
134101 1228 34
41328 26 1001
181571 1309 50
102203 1080 925
133450 1 132
84504 1091 185
59766 460 423
10256 1294 1012
107483 1624 234
13124 1 359
13120 1087 109
176378 58 91
169144 1 925
34280 15 717
222242 1 423
24341 7 998
28478 21 431
58744 1599 817
17950 3950 639
91401 2888 935
606 1122 960
4361 26 181
600 2197 512
8075 183 55
59436 2 710
192809 1 1005
8275 3657 213
59187 1 461
637 5 983
193048 2 205
162894 399 367
1447 3 988
175000 1 802
178753 1 423
57423 694 119
47275 52 887
47270 11 110
13780 4 109
23745 8 781
23748 2818 295
79429 1 967
23585 22 809
126689 6 423
159524 19 209
11315 1 366
77260 3 893
199928 1 486
9805 2 733
9804 5 547
55043 29 47
9802 47 227
36760 1148 311
42897 1607 1001
117776 1 807
127152 1693 343
150252 37 998
111431 18 809
28856 1 763
8309 8 374
8095 1905 116
5822 1 205
39062 2084 756
4141 1 631
110528 3 623
32449 1156 313
96490 1 188
22766 14461 592
134723 2 245
14425 4102 846
116552 148 767
110252 792 733
89301 1 960
77444 843 705
77448 1 892
19653 1 613
69078 2 1014
196 2170 898
6387 28 111
4558 5 9
2541 3 374
90432 1001 60
52094 1 521
119904 1832 400
64996 2325 423
42353 3 830
135531 1 625
56331 966 780
2387 816 646
93442 3333 35
292548 103 767
10102 2 777
253259 2 739
235461 43 926
9154 926 660
140933 1465 729
9159 2 715
70546 470 133
9481 8 340
37527 1 1015
16794 1448 109
43606 7 132
4954 15 650
20489 1693 138
53219 552 566
113257 1 639
87085 1 892
83978 1 321
7347 2553 853
135841 1 1001
305110 273 506
48391 10 71
20132 1210 47
5133 28 421
3291 2388 520
44765 3 362
84757 1 337
3455 1 468
60728 1 461
150764 1697 890
33178 1709 639
36926 675 125
271831 652 958
41511 872 623
271121 1 1004
24309 26 395
18205 1 1002
44012 1770 40
71127 1376 742
7009 1 819
129116 1 780
94734 1932 843
53452 1 998
20008 1449 109
5228 2 628
83570 1159 310
21539 933 232
34872 1 877
24016 1 98
95670 2 916
179648 563 7
37095 1 887
11868 2253 47
15814 65 292
59536 3246 34
15140 1002 597
83358 2 448
147112 1 940
136766 1709 12
6890 7134 807
3061 7 680
15611 1 879
90815 2129 565
289246 67 144
7178 1 886
152382 1 979
2940 55 925
94933 2 364
143679 2 461
198267 2765 205
123797 3670 423
37891 1263 20
147571 594 967
67442 908 390
319400 1258 932
610 3934 125
14563 4 756
179919 1075 923
59408 2 618
15560 29 806
258660 709 474
62014 17 347
26893 27 138
77875 1111 903
26898 52 1001
123225 3017 295
267024 1 544
79301 465 177
31606 1 315
1306 2 572
23204 1 883
31465 7721 362
91960 594 831
35701 1497 757
5741 26 657
13934 940 597
3596 1188 817
35830 1 983
5583 1 625
12402 1 835
24304 1523 213
221470 551 83
9834 25 147
38213 10294 3
50821 2430 60
245735 8806 800
180831 1 52
87988 32 213
25925 2 886
68635 1228 209
304252 2 258
19462 1 456
287019 2149 366
8334 1365 612
100785 1370 644
196168 965 423
23376 1794 375
43342 7883 924
24666 1 843
12534 1 390
30699 1 50
104205 968 674
214700 1491 514
127562 1656 564
170352 1 371
127564 1 34
299848 46 177
5695 2402 50
25354 4969 423
120036 1 522
32091 56 757
19206 2 962
16548 1 535
22409 1361 302
124996 676 646
77697 1 381
1066 2 732
255954 1 886
296100 531 619
166530 1 988
150618 1245 138
82338 1956 252
160581 1 343
56502 151 202
27267 2 570
19660 1 802
2280 1005 266
98513 1218 269
56768 1 1018
46717 1280 85
3668 240 916
2286 16 772
292486 224 71
191287 1739 896
163496 3 102
277085 114 866
167205 1 976
11690 2090 723
165532 3 1001
57746 1962 125
6590 2703 777
98202 2 1000
135273 1911 976
5036 202 423
39859 895 412
4823 1 356
17129 3539 843
185905 2 202
1082 49 534
977 1071 985
36731 578 32
198897 1 267
41853 55 271
97601 10 473
152420 1 106
75699 1 829
2117 4 866
20125 8 70
45718 852 239
62375 778 50
14029 2 147
121078 643 729
1915 1 993
1917 1 307
1916 1 40
26037 18 433
270722 4 618
62979 969 930
79290 93 605
125956 2454 209
45375 516 60
2758 2836 843
883 1976 209
884 2492 958
54667 1509 112
54663 152 998
5211 2 1014
14156 654 458
9056 2086 846
78374 25 168
45879 32 375
223936 1 1016
24067 691 969
18837 724 521
176602 1371 185
85768 545 89
14484 1 830
18303 16 202
78559 695 40
119351 853 1015
44449 164 623
24322 707 217
272688 16 252
156953 1176 704
171208 339 623
14375 1687 587
68990 3102 376
29473 41 587
1040 913 711
1045 569 500
18782 214 627
83217 1 894
188458 311 90
24499 1761 104
109591 2287 790
7616 1 159
123235 43 279
7611 4 807
79339 641 552
94896 17 912
68537 329 46
68535 1862 845
8652 1257 710
1463 1 14
72369 808 476
35730 4045 20
66879 1 85
5753 1459 618
132412 2 816
30905 501 996
15354 1 625
15353 1382 924
67876 1026 732
48829 1 132
4235 24 133
6449 10 169
92154 1 717
15193 1408 780
28637 1 518
50567 2621 976
129924 473 612
91604 170 83
127429 681 981
72564 46 710
13690 1246 830
72561 3 866
131811 3436 907
55737 4070 705
55731 1597 118
13699 111 596
32883 19 60
148032 1482 956
28834 1 960
73965 67 433
27788 2293 252
22361 58 836
110097 44 787
253789 2562 213
4192 29 529
116539 1 827
292760 2835 80
119723 3 938
23417 12 1013
120592 1 392
110071 16 125
259214 3375 34
81692 1 1001
140134 364 97
77424 1 456
4058 10 950
145183 641 279
8282 1 825
19672 1 684
51966 2427 80
21045 2025 680
120242 676 347
121311 1 574
32370 13 772
56287 1 279
25033 1 816
166346 63 886
166347 1085 50
2567 3029 14
2367 1 657
141995 1 209
49667 2 804
59623 3 869
99348 2 423
13353 1 925
118252 11 149
36097 479 921
162426 1 757
960 1018 620
14525 1247 757
6296 104 461
36251 1 428
4688 1 362
69725 441 173
6059 172 188
250309 1357 347
43626 1825 83
2100 1069 892
42089 2467 930
152744 2 866
87266 856 326
5116 2675 886
5112 1 976
2635 1124 815
54474 1 204
2636 1 534
136498 7 109
79844 6 138
44701 1835 625
79840 1048 60
873 1 313
179025 1637 843
162512 753 969
2034 6 34
2033 2577 47
49395 2425 132
42669 2 521
42884 1378 692
4843 1 1000
108980 1 710
264901 1226 279
14904 1 628
28326 1837 526
99014 1 852
83516 2 47
170853 1 938
24074 1 704
37277 87 686
36077 1 47
36073 427 52
44635 1 618
639 1 687
15168 630 790
2967 4 657
2966 81 677
33933 477 474
37291 2960 138
146995 4 147
62633 7939 423
6874 5 983
45928 1 833
226778 6269 712
159661 942 899
13001 38 546
149577 1746 423
67516 2 72
1095 1390 287
109344 1 913
89061 2093 783
89064 1716 1001
118526 28 780
29999 657 853
228400 295 9
37854 2 400
14584 733 173
18525 1560 757
27521 102 109
14745 842 217
82016 3 111
29681 1501 601
1418 51 750
67607 1102 239
47440 55 50
94889 1 547
1326 1027 295
268193 1 147
12424 1 618
176822 1 296
8137 17 584
27665 232 246
151009 49 204
186559 1356 802
2395 3694 660
1522 2 90
28333 4667 423
308 537 163
309 2 149
322962 997 648
300 805 109
92836 578 423
30975 2 998
228988 704 484
88334 606 391
100258 1 836
35293 3009 423
51425 1981 777
160908 463 1001
51354 45 1013
100250 24 892
57606 429 805
50972 4729 423
150994 885 261
16525 821 461
181230 4158 432
20260 1247 647
6601 1 185
12639 2198 534
6438 21 687
22425 173 170
78899 2229 686
13774 2 921
11504 586 13
69912 1 1001
69266 713 650
57342 1035 1005
174312 67 6
120302 5162 423
19533 1398 367
191733 441 464
19530 570 245
21038 2346 657
12189 515 705
17090 38 846
192739 1 807
12747 40 534
11439 1 974
19997 1 906
97578 2725 329
185558 1 539
17697 55 186
1895 20 153
21146 1248 768
218104 4 596
113008 13 841
105683 1364 138
293429 804 125
124228 1 809
20144 55 423
166976 10 149
22941 21 148
37449 1 132
84769 1354 296
85140 942 657
3424 2693 520
4856 1151 846
102489 249 1004
74692 29 353
162705 3192 265
45028 1440 865
44281 2 998
10291 672 279
46825 1 775
58638 154 423
48294 100 381
63392 2925 757
99067 2 547
11985 24 1000
148768 251 372
268740 5439 807
106171 2247 674
227704 1 829
295580 1 938
41470 1 347
54732 1 710
78531 4 340
33258 6 381
152007 541 310
59655 1 684
58259 2045 926
95133 1 836
1068 52 449
211777 1308 887
29459 2 886
40839 3246 62
30694 12 896
5307 443 437
84541 1087 214
149805 1 981
243126 2 956
68088 7638 807
226909 409 835
593 1 593
8236 1991 625
129785 981 311
8238 1 245
31270 150 470
133898 630 138
97111 102 195
2826 4 149
24279 1255 617
20216 3 400
7630 2595 520
143486 232 458
37139 996 33
171562 2824 773
61147 1 926
85 1 674
79669 840 589
1330 29 650
445 1 120
113307 39 439
51503 1 792
5777 9 153
186563 505 756
30 83 1012
643 1 753
1249 394 1012
24254 5059 965
1539 2321 780
23140 1 819
130546 1417 913
228153 1 773
82225 1 794
83968 636 580
248525 1424 203
4103 1560 954
4105 284 956
187640 1590 423
11229 1 864
58161 3 102
140025 17 766
15248 3 401
55398 573 894
9422 2 350
119646 469 206
145475 14 233
35755 1 476
92226 1 719
207426 1 1011
28147 2 757
3895 7023 547
92910 1 498
92914 1 74
92915 3178 815
180335 1 802
171833 1 942
140112 274 211
145259 37 97
287112 2 817
13508 2 45
4618 1688 226
4070 609 449
39135 989 1009
127444 2 34
96340 1 87
19528 1 1000
74579 1 534
22865 1 618
117114 2 926
32355 22 983
25017 2 984
26210 1749 60
46166 2522 684
2341 2095 363
118111 1747 313
2349 4630 423
19983 118 50
25498 206 52
303894 1320 474
153638 888 209
276899 1 726
25491 3 536
155592 1282 83
34089 1156 530
21791 2794 717
46614 14 390
46340 794 729
9117 1 159
16446 1 84
146754 12 639
46294 1 252
947 101 292
6444 1817 509
52454 2904 403
5172 1 486
5171 3477 1007
36874 1 118
152761 1202 204
49222 233 72
121512 1075 962
75395 1124 800
79861 1 652
143959 1 810
278837 184 134
230679 1535 484
13481 1 347
4863 2057 132
135481 2473 924
99785 1008 757
53497 1 185
198020 783 1000
59713 37 884
21631 1281 185
190618 2719 599
21573 7550 381
325796 8 1021
49829 192 423
325794 239 1020
325795 1 1021
325792 1346 1020
325793 12 1020
190617 652 962
48514 541 846
243000 2 476
7257 15 426
146536 1036 874
3565 1 113
177739 1 291
53250 3 605
4485 819 521
265670 1 1016
62830 831 366
56377 1801 243
13399 3 25
36500 1 302
86798 1423 83
230345 1 773
137633 3 83
44471 17 423
17909 2612 423
14619 367 67
17904 2 98
272657 1 674
144914 1 907
13022 3 622
54633 1 536
18245 1374 7
78437 1 954
156868 2 677
6582 8026 423
59913 1 366
94993 1167 423
76437 32 456
179796 1 202
7620 5767 924
17878 42 498
91749 1 486
5403 1295 657
183279 2882 836
126406 546 969
59289 1 585
11155 1 732
86774 219 202
38253 778 311
50759 645 486
72918 118 967
38096 2 777
3087 1 353
29159 1770 536
34764 1 408
319376 1 431
61396 426 134
218057 1 623
279786 2 520
31989 1 621
8576 2 648
132753 24 83
253044 2 969
82068 46 147
13802 8 347
48981 1013 104
91256 3 639
206696 129 202
22335 2622 226
54 1 266
19735 236 971
170429 558 846
59931 33 85
245195 1 431
23428 2 353
6622 1492 935
132622 9 700
51711 73 144
205006 463 116
3972 2 565
24732 433 628
87947 377 677
46942 2 348
117473 437 618
60379 1 705
12769 1606 896
4717 5665 423
101103 35 494
13620 1 688
230916 1479 587
121854 1 118
153621 1615 899
221760 1942 162
161389 1735 979
86468 2 790
100980 1 362
87672 1072 570
106372 1 350
3713 3 356
64473 386 162
52066 2 190
13369 2742 597
16271 10 835
90687 8 479
85098 3 70
249702 1 836
43673 876 461
2487 2738 985
20673 980 964
24845 1553 628
11700 8490 498
7397 2 191
17524 50 513
85520 1 205
102593 1 555
2469 1 34
128 6614 639
3408 965 688
17017 2 575
16873 17 768
62270 719 512
2068 37 376
192578 2475 520
13499 952 883
13496 1 375
102462 3037 423
70265 104 52
122186 1 181
44261 2 600
133361 376 974
325789 628 1019
10433 30 830
218590 306 638
10435 2110 423
122743 923 726
33016 335 248
120923 2074 228
21747 28 214
164437 1614 913
3575 1 185
201919 2 718
33018 1309 958
5097 6 764
70606 4 110
165832 1 729
118915 20 17
8967 1 461
323816 11 259
2938 1 883
16121 1246 930
102134 34 767
8187 1 110
48164 2182 1007
149299 2 95
62661 1541 414
11895 70 949
33786 1011 279
11891 29 367
65145 3 605
1648 2143 804
20188 32 710
70461 1 55
13034 2 648
30477 868 819
142559 817 526
29490 962 46
239669 629 202
31877 2427 366
23530 498 340
119084 1 52
89052 4 1000
123767 16 1000
196509 1167 843
95585 1 52
1423 1 546
29549 1 391
58473 2 482
3799 1 111
243747 639 596
78517 1 735
243218 17 1000
54381 1324 812
8101 1 376
91794 141 1012
609 2281 622
140256 1 65
40509 18 609
9861 9 292
15460 345 1002
280259 1035 423
26773 195 212
116162 1759 162
11145 2527 687
53816 894 66
24504 2 996
226257 86 976
76132 47 998
1515 1515 248
148968 1374 954
1510 1290 163
144527 2 434
34773 1814 453
23638 3 800
93648 3 159
34579 47 825
30890 19 986
123012 82 52
28944 1111 986
103739 2 521
19099 438 47
11557 1130 1015
11556 2 119
32683 2645 845
32680 65 970
154882 789 109
60968 535 234
93799 739 412
39112 1 394
95813 1 733
7503 1433 97
221173 4 513
359 23 189
65712 1 506
244120 6 202
187100 1 381
101483 1915 456
131829 2955 845
325797 7 1021
4706 29 55
10447 5 892
43401 1 1001
69388 1 652
46109 96 202
27369 1713 638
27165 4 390
279847 1 823
16282 2 390
74472 1 589
284 2914 622
287 1 511
65595 1324 309
71273 1 294
38886 2046 710
99302 574 742
86999 15 510
100977 350 618
13154 1 552
281208 712 513
91712 1 366
186904 721 572
88017 1165 846
24858 3 716
43061 442 756
19899 18 677
7890 609 125
13527 1872 534
199681 2184 348
10730 1 287
97433 3 845
2785 1592 780
256 2169 631
53388 3 371
38407 13 998
57517 429 461
26014 1 134
152815 1930 50
12156 4 800
12153 1 272
48570 33 60
118830 3080 423
71387 565 212
211962 4020 646
135918 1 815
9647 1 930
21595 1 849
10427 559 148
94145 42 932
22860 43 853
4968 178 52
98877 1578 692
2672 1 715
2675 242 756
26906 126 19
15899 4 423
8555 1395 524
48152 1 819
