"","BC_ID","Gen_0","Strain","Environment"
"3992",102448,-5.06798425778,"DivAnc","1_SC5"
"3993",102462,-2.8787747682,"DivAnc","1_SC5"
"3994",102489,-4.5494703179,"DivAnc","1_SC5"
"3995",102696,-6.06798425778,"DivAnc","1_SC5"
"3996",102859,-6.06798425778,"DivAnc","1_SC5"
"3997",102958,-3.07016117703,"DivAnc","1_SC5"
"3998",103379,-4.89189299872,"DivAnc","1_SC5"
"3999",104132,-5.59086300306,"DivAnc","1_SC5"
"4000",104160,-3.4416438904,"DivAnc","1_SC5"
"4001",104205,-3.4594582242,"DivAnc","1_SC5"
"4002",104257,-4.36901425344,"DivAnc","1_SC5"
"4003",104482,-6.06798425778,"DivAnc","1_SC5"
"4004",104580,-4.52391621343,"DivAnc","1_SC5"
"4005",104829,-6.06798425778,"DivAnc","1_SC5"
"4006",105171,-5.76695426211,"DivAnc","1_SC5"
"4007",105178,-5.06798425778,"DivAnc","1_SC5"
"4008",105348,-3.06538627706,"DivAnc","1_SC5"
"4009",105571,-3.33318442819,"DivAnc","1_SC5"
"4010",105683,-3.3428897367,"DivAnc","1_SC5"
"4011",105784,-5.76695426211,"DivAnc","1_SC5"
"4012",106171,-3.14267216628,"DivAnc","1_SC5"
"4013",106372,-6.06798425778,"DivAnc","1_SC5"
"4014",106688,-6.06798425778,"DivAnc","1_SC5"
"4015",107291,-6.06798425778,"DivAnc","1_SC5"
"4016",107415,-6.06798425778,"DivAnc","1_SC5"
"4017",107483,-2.76198837501,"DivAnc","1_SC5"
"4018",108099,-4.8375353364,"DivAnc","1_SC5"
"4019",108300,-5.59086300306,"DivAnc","1_SC5"
"4020",108927,-6.06798425778,"DivAnc","1_SC5"
"4021",108933,-3.43755638275,"DivAnc","1_SC5"
"4022",109344,-6.06798425778,"DivAnc","1_SC5"
"4023",109406,-4.05095091848,"DivAnc","1_SC5"
"4024",109591,-3.11422456604,"DivAnc","1_SC5"
"4025",109927,-4.1814935326,"DivAnc","1_SC5"
"4026",110071,-4.65301090981,"DivAnc","1_SC5"
"4027",110097,-3.94741032657,"DivAnc","1_SC5"
"4028",110195,-3.65301090981,"DivAnc","1_SC5"
"4029",110252,-3.03860048009,"DivAnc","1_SC5"
"4030",110377,-3.37690276565,"DivAnc","1_SC5"
"4031",110502,-3.15682664904,"DivAnc","1_SC5"
"4032",110528,-5.76695426211,"DivAnc","1_SC5"
"4033",110836,-3.47803465645,"DivAnc","1_SC5"
"4034",111035,-3.01837864518,"DivAnc","1_SC5"
"4035",111143,-6.06798425778,"DivAnc","1_SC5"
"4036",111416,-6.06798425778,"DivAnc","1_SC5"
"4037",111431,-4.98880301173,"DivAnc","1_SC5"
"4038",112077,-6.06798425778,"DivAnc","1_SC5"
"4039",112543,-6.06798425778,"DivAnc","1_SC5"
"4040",112558,-5.76695426211,"DivAnc","1_SC5"
"4041",113307,-4.37778817775,"DivAnc","1_SC5"
"4042",113440,-6.06798425778,"DivAnc","1_SC5"
"4043",113465,-5.76695426211,"DivAnc","1_SC5"
"4044",114054,-6.06798425778,"DivAnc","1_SC5"
"4045",114055,-2.85076360213,"DivAnc","1_SC5"
"4046",114250,-6.06798425778,"DivAnc","1_SC5"
"4047",114770,-6.06798425778,"DivAnc","1_SC5"
"4048",115284,-4.56283427946,"DivAnc","1_SC5"
"4049",115343,-5.76695426211,"DivAnc","1_SC5"
"4050",115612,-4.62082622644,"DivAnc","1_SC5"
"4051",115777,-5.06798425778,"DivAnc","1_SC5"
"4052",115838,-6.06798425778,"DivAnc","1_SC5"
"4053",116124,-4.72556157696,"DivAnc","1_SC5"
"4054",116162,-2.90841706454,"DivAnc","1_SC5"
"4055",116287,-3.36555372133,"DivAnc","1_SC5"
"4056",116539,-5.76695426211,"DivAnc","1_SC5"
"4057",116552,-3.56555713779,"DivAnc","1_SC5"
"4058",116554,-6.06798425778,"DivAnc","1_SC5"
"4059",116694,-5.02659157262,"DivAnc","1_SC5"
"4060",116910,-6.06798425778,"DivAnc","1_SC5"
"4061",117092,-6.06798425778,"DivAnc","1_SC5"
"4062",117348,-3.27349621112,"DivAnc","1_SC5"
"4063",117473,-3.74164839685,"DivAnc","1_SC5"
"4064",117526,-4.98880301173,"DivAnc","1_SC5"
"4065",117540,-5.76695426211,"DivAnc","1_SC5"
"4066",117673,-2.95137651379,"DivAnc","1_SC5"
"4067",118111,-3.26521053249,"DivAnc","1_SC5"
"4068",118252,-4.01876623511,"DivAnc","1_SC5"
"4069",118276,-6.06798425778,"DivAnc","1_SC5"
"4070",118526,-4.59086300306,"DivAnc","1_SC5"
"4071",118830,-2.87961833171,"DivAnc","1_SC5"
"4072",118898,-3.67704915067,"DivAnc","1_SC5"
"4073",118915,-5.28983300739,"DivAnc","1_SC5"
"4074",118978,-4.98880301173,"DivAnc","1_SC5"
"4075",119084,-6.06798425778,"DivAnc","1_SC5"
"4076",119329,-4.05938408602,"DivAnc","1_SC5"
"4077",119351,-3.17477750472,"DivAnc","1_SC5"
"4078",119564,-3.08480918574,"DivAnc","1_SC5"
"4079",119646,-3.21367821598,"DivAnc","1_SC5"
"4080",119723,-3.23483714586,"DivAnc","1_SC5"
"4081",119904,-3.22350708203,"DivAnc","1_SC5"
"4082",120242,-3.24647072937,"DivAnc","1_SC5"
"4083",120302,-2.83549639142,"DivAnc","1_SC5"
"4084",120592,-6.06798425778,"DivAnc","1_SC5"
"4085",120664,-6.06798425778,"DivAnc","1_SC5"
"4086",120902,-4.19292299439,"DivAnc","1_SC5"
"4087",120923,-3.00766422909,"DivAnc","1_SC5"
"4088",121014,-3.36041408168,"DivAnc","1_SC5"
"4089",121078,-3.01799140086,"DivAnc","1_SC5"
"4090",121260,-6.06798425778,"DivAnc","1_SC5"
"4091",121311,-6.06798425778,"DivAnc","1_SC5"
"4092",121512,-3.03015950719,"DivAnc","1_SC5"
"4093",121620,-2.91969016034,"DivAnc","1_SC5"
"4094",121632,-2.80316643477,"DivAnc","1_SC5"
"4095",121826,-6.06798425778,"DivAnc","1_SC5"
"4096",121837,-3.26658054776,"DivAnc","1_SC5"
"4097",122542,-6.06798425778,"DivAnc","1_SC5"
"4098",122743,-3.21065176135,"DivAnc","1_SC5"
"4099",123012,-3.48592089487,"DivAnc","1_SC5"
"4100",123076,-3.31747586293,"DivAnc","1_SC5"
"4101",123225,-2.90781596482,"DivAnc","1_SC5"
"4102",123235,-4.42453158129,"DivAnc","1_SC5"
"4103",123505,-6.06798425778,"DivAnc","1_SC5"
"4104",123767,-5.46592426645,"DivAnc","1_SC5"
"4105",123797,-2.60633568971,"DivAnc","1_SC5"
"4106",124436,-3.40053130489,"DivAnc","1_SC5"
"4107",124996,-3.51410123113,"DivAnc","1_SC5"
"4108",125273,-3.25842454314,"DivAnc","1_SC5"
"4109",125409,-6.06798425778,"DivAnc","1_SC5"
"4110",125446,-5.76695426211,"DivAnc","1_SC5"
"4111",125448,-6.06798425778,"DivAnc","1_SC5"
"4112",125888,-6.06798425778,"DivAnc","1_SC5"
"4113",125956,-3.1848908992,"DivAnc","1_SC5"
"4114",126035,-4.9218562221,"DivAnc","1_SC5"
"4115",126309,-6.06798425778,"DivAnc","1_SC5"
"4116",126364,-6.06798425778,"DivAnc","1_SC5"
"4117",126406,-3.40806805771,"DivAnc","1_SC5"
"4118",126670,-3.83245581087,"DivAnc","1_SC5"
"4119",126689,-5.06798425778,"DivAnc","1_SC5"
"4120",127152,-3.27210424043,"DivAnc","1_SC5"
"4121",127237,-5.59086300306,"DivAnc","1_SC5"
"4122",127429,-3.1294645326,"DivAnc","1_SC5"
"4123",127444,-5.76695426211,"DivAnc","1_SC5"
"4124",127490,-3.84787616974,"DivAnc","1_SC5"
"4125",127562,-3.20169691869,"DivAnc","1_SC5"
"4126",128542,-6.06798425778,"DivAnc","1_SC5"
"4127",129069,-6.06798425778,"DivAnc","1_SC5"
"4128",129116,-6.06798425778,"DivAnc","1_SC5"
"4129",129221,-3.16598136643,"DivAnc","1_SC5"
"4130",129443,-6.06798425778,"DivAnc","1_SC5"
"4131",129541,-6.06798425778,"DivAnc","1_SC5"
"4132",129720,-6.06798425778,"DivAnc","1_SC5"
"4133",129785,-3.48252352827,"DivAnc","1_SC5"
"4134",129924,-3.03295497558,"DivAnc","1_SC5"
"4135",130249,-6.06798425778,"DivAnc","1_SC5"
"4136",130546,-3.18946246228,"DivAnc","1_SC5"
"4137",130593,-5.76695426211,"DivAnc","1_SC5"
"4138",130828,-6.06798425778,"DivAnc","1_SC5"
"4139",130992,-5.76695426211,"DivAnc","1_SC5"
"4140",131084,-6.06798425778,"DivAnc","1_SC5"
"4141",131111,-3.22288621776,"DivAnc","1_SC5"
"4142",131811,-2.88159304208,"DivAnc","1_SC5"
"4143",131829,-3.04596851796,"DivAnc","1_SC5"
"4144",132348,-3.60558625988,"DivAnc","1_SC5"
"4145",132622,-4.98880301173,"DivAnc","1_SC5"
"4146",132753,-4.72556157696,"DivAnc","1_SC5"
"4147",132784,-4.95404090547,"DivAnc","1_SC5"
"4148",133261,-2.69140730072,"DivAnc","1_SC5"
"4149",133361,-3.1084658808,"DivAnc","1_SC5"
"4150",133450,-6.06798425778,"DivAnc","1_SC5"
"4151",133898,-3.45626094977,"DivAnc","1_SC5"
"4152",134101,-3.60859177002,"DivAnc","1_SC5"
"4153",134280,-5.59086300306,"DivAnc","1_SC5"
"4154",134569,-6.06798425778,"DivAnc","1_SC5"
"4155",134723,-6.06798425778,"DivAnc","1_SC5"
"4156",135031,-4.51168175701,"DivAnc","1_SC5"
"4157",135273,-3.1975803525,"DivAnc","1_SC5"
"4158",135481,-3.83498814739,"DivAnc","1_SC5"
"4159",135531,-3.89479798937,"DivAnc","1_SC5"
"4160",135633,-3.06711653625,"DivAnc","1_SC5"
"4161",136155,-3.06495478722,"DivAnc","1_SC5"
"4162",136229,-5.76695426211,"DivAnc","1_SC5"
"4163",136498,-4.45520040106,"DivAnc","1_SC5"
"4164",136766,-3.28983300739,"DivAnc","1_SC5"
"4165",136883,-6.06798425778,"DivAnc","1_SC5"
"4166",137077,-3.13907656753,"DivAnc","1_SC5"
"4167",137149,-4.33559049795,"DivAnc","1_SC5"
"4168",138075,-6.06798425778,"DivAnc","1_SC5"
"4169",138246,-4.81271175267,"DivAnc","1_SC5"
"4170",138965,-6.06798425778,"DivAnc","1_SC5"
"4171",139347,-3.11374174834,"DivAnc","1_SC5"
"4172",139936,-6.06798425778,"DivAnc","1_SC5"
"4173",140025,-4.67004424911,"DivAnc","1_SC5"
"4174",140112,-3.26316357906,"DivAnc","1_SC5"
"4175",140134,-3.85050031356,"DivAnc","1_SC5"
"4176",140256,-6.06798425778,"DivAnc","1_SC5"
"4177",140326,-6.06798425778,"DivAnc","1_SC5"
"4178",140422,-3.03860048009,"DivAnc","1_SC5"
"4179",140450,-3.59522780846,"DivAnc","1_SC5"
"4180",140933,-3.04473179814,"DivAnc","1_SC5"
"4181",141488,-6.06798425778,"DivAnc","1_SC5"
"4182",141733,-3.81030568291,"DivAnc","1_SC5"
"4183",141904,-3.17090725457,"DivAnc","1_SC5"
"4184",141948,-4.56283427946,"DivAnc","1_SC5"
"4185",142027,-4.29713224614,"DivAnc","1_SC5"
"4186",142097,-3.25977328485,"DivAnc","1_SC5"
"4187",142384,-5.59086300306,"DivAnc","1_SC5"
"4188",142559,-3.54423779097,"DivAnc","1_SC5"
"4189",142711,-4.65301090981,"DivAnc","1_SC5"
"4190",142935,-6.06798425778,"DivAnc","1_SC5"
"4191",143055,-6.06798425778,"DivAnc","1_SC5"
"4192",143486,-3.79847131356,"DivAnc","1_SC5"
"4193",143988,-2.91113235671,"DivAnc","1_SC5"
"4194",145183,-4.19875253805,"DivAnc","1_SC5"
"4195",145259,-5.02659157262,"DivAnc","1_SC5"
"4196",145392,-6.06798425778,"DivAnc","1_SC5"
"4197",145475,-4.72556157696,"DivAnc","1_SC5"
"4198",145495,-6.06798425778,"DivAnc","1_SC5"
"4199",145555,-4.35198091414,"DivAnc","1_SC5"
"4200",145596,-3.48027329276,"DivAnc","1_SC5"
"4201",145713,-6.06798425778,"DivAnc","1_SC5"
"4202",145748,-3.22412883515,"DivAnc","1_SC5"
"4203",145925,-3.53395815172,"DivAnc","1_SC5"
"4204",146135,-3.38313889613,"DivAnc","1_SC5"
"4205",146420,-6.06798425778,"DivAnc","1_SC5"
"4206",146521,-5.59086300306,"DivAnc","1_SC5"
"4207",146536,-3.31516782659,"DivAnc","1_SC5"
"4208",146754,-4.62082622644,"DivAnc","1_SC5"
"4209",146995,-5.76695426211,"DivAnc","1_SC5"
"4210",147277,-2.70156130055,"DivAnc","1_SC5"
"4211",147571,-3.4974413179,"DivAnc","1_SC5"
"4212",148032,-3.15896340357,"DivAnc","1_SC5"
"4213",148692,-5.76695426211,"DivAnc","1_SC5"
"4214",148768,-3.01915417125,"DivAnc","1_SC5"
"4215",148968,-2.95337327355,"DivAnc","1_SC5"
"4216",149136,-6.06798425778,"DivAnc","1_SC5"
"4217",149577,-3.03778947242,"DivAnc","1_SC5"
"4218",150122,-3.35114653448,"DivAnc","1_SC5"
"4219",150252,-4.44473496738,"DivAnc","1_SC5"
"4220",150618,-3.06928909947,"DivAnc","1_SC5"
"4221",150699,-6.06798425778,"DivAnc","1_SC5"
"4222",150764,-3.1489061654,"DivAnc","1_SC5"
"4223",150994,-3.68958635683,"DivAnc","1_SC5"
"4224",151009,-3.57943354128,"DivAnc","1_SC5"
"4225",151016,-6.06798425778,"DivAnc","1_SC5"
"4226",151211,-4.8375353364,"DivAnc","1_SC5"
"4227",151360,-3.8375353364,"DivAnc","1_SC5"
"4228",151390,-6.06798425778,"DivAnc","1_SC5"
"4229",151532,-3.36814653191,"DivAnc","1_SC5"
"4230",151630,-6.06798425778,"DivAnc","1_SC5"
"4231",151754,-6.06798425778,"DivAnc","1_SC5"
"4232",152007,-3.2941978128,"DivAnc","1_SC5"
"4233",152420,-4.62082622644,"DivAnc","1_SC5"
"4234",152469,-6.06798425778,"DivAnc","1_SC5"
"4235",152672,-5.76695426211,"DivAnc","1_SC5"
"4236",152744,-6.06798425778,"DivAnc","1_SC5"
"4237",152761,-3.41284582297,"DivAnc","1_SC5"
"4238",152815,-3.05556888302,"DivAnc","1_SC5"
"4239",152857,-4.48820066116,"DivAnc","1_SC5"
"4240",152878,-6.06798425778,"DivAnc","1_SC5"
"4241",153132,-4.65301090981,"DivAnc","1_SC5"
"4242",153457,-3.30380812539,"DivAnc","1_SC5"
"4243",153621,-3.37162786904,"DivAnc","1_SC5"
"4244",153638,-3.95739454748,"DivAnc","1_SC5"
"4245",154071,-5.76695426211,"DivAnc","1_SC5"
"4246",154115,-3.20704763708,"DivAnc","1_SC5"
"4247",154305,-3.5214415943,"DivAnc","1_SC5"
"4248",154487,-4.68777301607,"DivAnc","1_SC5"
"4249",154591,-6.06798425778,"DivAnc","1_SC5"
"4250",154621,-6.06798425778,"DivAnc","1_SC5"
"4251",154882,-2.95204108084,"DivAnc","1_SC5"
"4252",154956,-3.23292815606,"DivAnc","1_SC5"
"4253",155314,-6.06798425778,"DivAnc","1_SC5"
"4254",155359,-6.06798425778,"DivAnc","1_SC5"
"4255",155592,-3.33639549259,"DivAnc","1_SC5"
"4256",155754,-6.06798425778,"DivAnc","1_SC5"
"4257",155805,-6.06798425778,"DivAnc","1_SC5"
"4258",155824,-5.46592426645,"DivAnc","1_SC5"
"4259",156188,-6.06798425778,"DivAnc","1_SC5"
"4260",156918,-6.06798425778,"DivAnc","1_SC5"
"4261",156953,-3.43959532773,"DivAnc","1_SC5"
"4262",157827,-3.21185981354,"DivAnc","1_SC5"
"4263",158540,-3.77794964641,"DivAnc","1_SC5"
"4264",159524,-4.45520040106,"DivAnc","1_SC5"
"4265",159661,-3.1084658808,"DivAnc","1_SC5"
"4266",160392,-6.06798425778,"DivAnc","1_SC5"
"4267",160908,-3.53778455957,"DivAnc","1_SC5"
"4268",161194,-6.06798425778,"DivAnc","1_SC5"
"4269",161389,-3.22725102317,"DivAnc","1_SC5"
"4270",162426,-6.06798425778,"DivAnc","1_SC5"
"4271",162512,-3.40711877977,"DivAnc","1_SC5"
"4272",162705,-3.29713224614,"DivAnc","1_SC5"
"4273",162894,-3.24844032224,"DivAnc","1_SC5"
"4274",163476,-6.06798425778,"DivAnc","1_SC5"
"4275",163507,-6.06798425778,"DivAnc","1_SC5"
"4276",163886,-3.17311460103,"DivAnc","1_SC5"
"4277",164062,-6.06798425778,"DivAnc","1_SC5"
"4278",164437,-3.13703522661,"DivAnc","1_SC5"
"4279",165488,-6.06798425778,"DivAnc","1_SC5"
"4280",165532,-4.86386427512,"DivAnc","1_SC5"
"4281",165756,-6.06798425778,"DivAnc","1_SC5"
"4282",165832,-6.06798425778,"DivAnc","1_SC5"
"4283",166072,-6.06798425778,"DivAnc","1_SC5"
"4284",166346,-4.17035716649,"DivAnc","1_SC5"
"4285",166347,-3.15205704608,"DivAnc","1_SC5"
"4286",166443,-4.76695426211,"DivAnc","1_SC5"
"4287",166582,-6.06798425778,"DivAnc","1_SC5"
"4288",166976,-3.70814877544,"DivAnc","1_SC5"
"4289",167525,-6.06798425778,"DivAnc","1_SC5"
"4290",168237,-3.6841688918,"DivAnc","1_SC5"
"4291",168503,-6.06798425778,"DivAnc","1_SC5"
"4292",168631,-3.35449371468,"DivAnc","1_SC5"
"4293",168691,-4.4052264261,"DivAnc","1_SC5"
"4294",169616,-3.49049245794,"DivAnc","1_SC5"
"4295",170060,-3.45520040106,"DivAnc","1_SC5"
"4296",170259,-3.95071296212,"DivAnc","1_SC5"
"4297",170352,-6.06798425778,"DivAnc","1_SC5"
"4298",170429,-3.93765048928,"DivAnc","1_SC5"
"4299",170455,-5.36901425344,"DivAnc","1_SC5"
"4300",170853,-6.06798425778,"DivAnc","1_SC5"
"4301",171208,-3.23675456391,"DivAnc","1_SC5"
"4302",171482,-6.06798425778,"DivAnc","1_SC5"
"4303",171562,-3.35617702874,"DivAnc","1_SC5"
"4304",172343,-2.9328516064,"DivAnc","1_SC5"
"4305",172617,-3.09531866551,"DivAnc","1_SC5"
"4306",174312,-4.1594992389,"DivAnc","1_SC5"
"4307",174812,-6.06798425778,"DivAnc","1_SC5"
"4308",174960,-6.06798425778,"DivAnc","1_SC5"
"4309",175000,-6.06798425778,"DivAnc","1_SC5"
"4310",175245,-3.04886796733,"DivAnc","1_SC5"
"4311",176193,-6.06798425778,"DivAnc","1_SC5"
"4312",176243,-6.06798425778,"DivAnc","1_SC5"
"4313",176374,-6.06798425778,"DivAnc","1_SC5"
"4314",176378,-4.07675818208,"DivAnc","1_SC5"
"4315",176385,-6.06798425778,"DivAnc","1_SC5"
"4316",176602,-3.41573791677,"DivAnc","1_SC5"
"4317",176725,-3.3221290626,"DivAnc","1_SC5"
"4318",176822,-6.06798425778,"DivAnc","1_SC5"
"4319",177020,-4.29713224614,"DivAnc","1_SC5"
"4320",179025,-3.46375820469,"DivAnc","1_SC5"
"4321",179648,-3.76048821986,"DivAnc","1_SC5"
"4322",179919,-3.18432282262,"DivAnc","1_SC5"
"4323",180127,-3.32999693144,"DivAnc","1_SC5"
"4324",180134,-6.06798425778,"DivAnc","1_SC5"
"4325",180335,-6.06798425778,"DivAnc","1_SC5"
"4326",180705,-4.57662256394,"DivAnc","1_SC5"
"4327",180975,-6.06798425778,"DivAnc","1_SC5"
"4328",180985,-6.06798425778,"DivAnc","1_SC5"
"4329",181230,-2.84866174936,"DivAnc","1_SC5"
"4330",181571,-3.16761712912,"DivAnc","1_SC5"
"4331",182053,-6.06798425778,"DivAnc","1_SC5"
"4332",182063,-2.65636455181,"DivAnc","1_SC5"
"4333",182286,-3.00277812972,"DivAnc","1_SC5"
"4334",182395,-6.06798425778,"DivAnc","1_SC5"
"4335",182591,-3.62865156395,"DivAnc","1_SC5"
"4336",183115,-6.06798425778,"DivAnc","1_SC5"
"4337",183279,-3.13197346206,"DivAnc","1_SC5"
"4338",184247,-3.84009755316,"DivAnc","1_SC5"
"4339",184485,-6.06798425778,"DivAnc","1_SC5"
"4340",184539,-6.06798425778,"DivAnc","1_SC5"
"4341",184728,-3.42651014727,"DivAnc","1_SC5"
"4342",184803,-4.26864370832,"DivAnc","1_SC5"
"4343",185604,-3.40711877977,"DivAnc","1_SC5"
"4344",185917,-4.68777301607,"DivAnc","1_SC5"
"4345",186559,-3.11422456604,"DivAnc","1_SC5"
"4346",186563,-3.22913516704,"DivAnc","1_SC5"
"4347",186904,-3.3587142968,"DivAnc","1_SC5"
"4348",187100,-5.76695426211,"DivAnc","1_SC5"
"4349",187640,-2.96658090722,"DivAnc","1_SC5"
"4350",188286,-4.13348580653,"DivAnc","1_SC5"
"4351",188458,-3.42060128766,"DivAnc","1_SC5"
"4352",188509,-6.06798425778,"DivAnc","1_SC5"
"4353",188579,-3.1220235542,"DivAnc","1_SC5"
"4354",188605,-5.76695426211,"DivAnc","1_SC5"
"4355",189219,-3.61466591773,"DivAnc","1_SC5"
"4356",190617,-4.1871706655,"DivAnc","1_SC5"
"4357",190618,-4.1594992389,"DivAnc","1_SC5"
"4358",191287,-3.45520040106,"DivAnc","1_SC5"
"4359",191558,-3.0794253009,"DivAnc","1_SC5"
"4360",191733,-4.10419643043,"DivAnc","1_SC5"
"4361",192306,-2.80672138898,"DivAnc","1_SC5"
"4362",192398,-6.06798425778,"DivAnc","1_SC5"
"4363",192531,-6.06798425778,"DivAnc","1_SC5"
"4364",192578,-2.85659670484,"DivAnc","1_SC5"
"4365",192739,-5.76695426211,"DivAnc","1_SC5"
"4366",193358,-6.06798425778,"DivAnc","1_SC5"
"4367",193897,-5.76695426211,"DivAnc","1_SC5"
"4368",194521,-6.06798425778,"DivAnc","1_SC5"
"4369",195653,-5.76695426211,"DivAnc","1_SC5"
"4370",195696,-6.06798425778,"DivAnc","1_SC5"
"4371",195749,-5.59086300306,"DivAnc","1_SC5"
"4372",195818,-3.64310262115,"DivAnc","1_SC5"
"4373",196168,-3.19933981938,"DivAnc","1_SC5"
"4374",196509,-3.74576496304,"DivAnc","1_SC5"
"4375",197403,-3.35449371468,"DivAnc","1_SC5"
"4376",197406,-3.86658713346,"DivAnc","1_SC5"
"4377",197599,-3.11810655374,"DivAnc","1_SC5"
"4378",198020,-3.49395299005,"DivAnc","1_SC5"
"4379",198267,-3.01799140086,"DivAnc","1_SC5"
"4380",198837,-6.06798425778,"DivAnc","1_SC5"
"4381",198897,-4.30455626421,"DivAnc","1_SC5"
"4382",199572,-6.06798425778,"DivAnc","1_SC5"
"4383",199681,-2.9990566461,"DivAnc","1_SC5"
"4384",199989,-5.76695426211,"DivAnc","1_SC5"
"4385",200875,-5.76695426211,"DivAnc","1_SC5"
"4386",202594,-6.06798425778,"DivAnc","1_SC5"
"4387",203384,-4.60558625988,"DivAnc","1_SC5"
"4388",203856,-2.51568114844,"DivAnc","1_SC5"
"4389",204061,-3.74164839685,"DivAnc","1_SC5"
"4390",204107,-6.06798425778,"DivAnc","1_SC5"
"4391",204165,-6.06798425778,"DivAnc","1_SC5"
"4392",204458,-2.82893516464,"DivAnc","1_SC5"
"4393",204675,-4.68777301607,"DivAnc","1_SC5"
"4394",205006,-3.71387581863,"DivAnc","1_SC5"
"4395",205632,-4.4052264261,"DivAnc","1_SC5"
"4396",206696,-3.02109906694,"DivAnc","1_SC5"
"4397",208175,-6.06798425778,"DivAnc","1_SC5"
"4398",208618,-3.64310262115,"DivAnc","1_SC5"
"4399",208795,-6.06798425778,"DivAnc","1_SC5"
"4400",208958,-4.70625642176,"DivAnc","1_SC5"
"4401",209755,-4.48820066116,"DivAnc","1_SC5"
"4402",210055,-2.99683896733,"DivAnc","1_SC5"
"4403",210433,-3.28265442277,"DivAnc","1_SC5"
"4404",211410,-5.76695426211,"DivAnc","1_SC5"
"4405",211777,-3.25507090113,"DivAnc","1_SC5"
"4406",211962,-2.82818443933,"DivAnc","1_SC5"
"4407",213112,-6.06798425778,"DivAnc","1_SC5"
"4408",213671,-3.89479798937,"DivAnc","1_SC5"
"4409",214400,-6.06798425778,"DivAnc","1_SC5"
"4410",214676,-6.06798425778,"DivAnc","1_SC5"
"4411",214700,-3.31747586293,"DivAnc","1_SC5"
"4412",214722,-6.06798425778,"DivAnc","1_SC5"
"4413",215773,-2.93253355843,"DivAnc","1_SC5"
"4414",215886,-6.06798425778,"DivAnc","1_SC5"
"4415",216491,-6.06798425778,"DivAnc","1_SC5"
"4416",216496,-5.36901425344,"DivAnc","1_SC5"
"4417",216539,-6.06798425778,"DivAnc","1_SC5"
"4418",217561,-6.06798425778,"DivAnc","1_SC5"
"4419",218057,-6.06798425778,"DivAnc","1_SC5"
"4420",218104,-5.59086300306,"DivAnc","1_SC5"
"4421",218590,-3.37162786904,"DivAnc","1_SC5"
"4422",219135,-6.06798425778,"DivAnc","1_SC5"
"4423",219159,-6.06798425778,"DivAnc","1_SC5"
"4424",220492,-3.84526778663,"DivAnc","1_SC5"
"4425",221173,-6.06798425778,"DivAnc","1_SC5"
"4426",221470,-3.29786896299,"DivAnc","1_SC5"
"4427",221760,-3.31287199138,"DivAnc","1_SC5"
"4428",222242,-6.06798425778,"DivAnc","1_SC5"
"4429",224131,-6.06798425778,"DivAnc","1_SC5"
"4430",224358,-3.36469287966,"DivAnc","1_SC5"
"4431",224919,-3.50331819353,"DivAnc","1_SC5"
"4432",225276,-5.22288621776,"DivAnc","1_SC5"
"4433",225441,-6.06798425778,"DivAnc","1_SC5"
"4434",225622,-3.53395815172,"DivAnc","1_SC5"
"4435",225991,-4.76695426211,"DivAnc","1_SC5"
"4436",226257,-4.4345158022,"DivAnc","1_SC5"
"4437",226778,-2.67634355429,"DivAnc","1_SC5"
"4438",226909,-3.09950130922,"DivAnc","1_SC5"
"4439",226950,-3.64473838384,"DivAnc","1_SC5"
"4440",227068,-3.24190945508,"DivAnc","1_SC5"
"4441",228400,-3.93126369062,"DivAnc","1_SC5"
"4442",228988,-3.12251567265,"DivAnc","1_SC5"
"4443",229429,-3.13703522661,"DivAnc","1_SC5"
"4444",230214,-4.9218562221,"DivAnc","1_SC5"
"4445",230679,-3.32999693144,"DivAnc","1_SC5"
"4446",230916,-3.04638154175,"DivAnc","1_SC5"
"4447",231479,-4.46592426645,"DivAnc","1_SC5"
"4448",232221,-5.59086300306,"DivAnc","1_SC5"
"4449",232538,-5.76695426211,"DivAnc","1_SC5"
"4450",233341,-3.31440119888,"DivAnc","1_SC5"
"4451",233990,-4.24844032224,"DivAnc","1_SC5"
"4452",235139,-3.2672671795,"DivAnc","1_SC5"
"4453",235317,-5.76695426211,"DivAnc","1_SC5"
"4454",235461,-4.49978253371,"DivAnc","1_SC5"
"4455",235857,-6.06798425778,"DivAnc","1_SC5"
"4456",236233,-2.73413411267,"DivAnc","1_SC5"
"4457",237075,-6.06798425778,"DivAnc","1_SC5"
"4458",238026,-6.06798425778,"DivAnc","1_SC5"
"4459",238189,-6.06798425778,"DivAnc","1_SC5"
"4460",239041,-2.79106312571,"DivAnc","1_SC5"
"4461",239273,-5.28983300739,"DivAnc","1_SC5"
"4462",239669,-3.61773514946,"DivAnc","1_SC5"
"4463",239836,-4.9218562221,"DivAnc","1_SC5"
"4464",240470,-6.06798425778,"DivAnc","1_SC5"
"4465",242849,-6.06798425778,"DivAnc","1_SC5"
"4466",243000,-6.06798425778,"DivAnc","1_SC5"
"4467",243218,-5.06798425778,"DivAnc","1_SC5"
"4468",243747,-3.85579665337,"DivAnc","1_SC5"
"4469",244120,-4.72556157696,"DivAnc","1_SC5"
"4470",244505,-3.93765048928,"DivAnc","1_SC5"
"4471",245671,-6.06798425778,"DivAnc","1_SC5"
"4472",245735,-3.34535033524,"DivAnc","1_SC5"
