BC_ID BC_Counts Mut_ID
5271 1 576
64854 1 809
98185 3 517
195653 1 807
10986 2 106
13664 1 913
10983 186 772
224358 178 506
73444 67 412
82737 2 619
9969 449 119
56857 155 757
24957 1 690
150028 1 938
3756 631 227
2191 50 924
195539 1 767
16728 2 998
74450 774 34
13524 1 534
224919 149 431
51825 224 742
16726 1 252
25424 11 902
16236 7 268
12039 1 623
2203 2 846
2204 1 947
98597 361 231
270607 235 85
12037 199 536
11587 1 254
8102 1 883
16836 1 512
143988 637 423
36312 1 83
102958 115 1003
17524 88 513
160 106 781
17292 246 66
80170 55 690
117348 265 48
45463 3 9
4834 4 627
6358 40 780
7993 2 86
116694 24 896
104132 1 254
11634 313 112
42495 378 31
140450 146 70
125888 3 423
98280 237 985
22299 2 625
9341 3 813
5298 274 968
46840 2 61
5296 2 577
10165 410 1005
45866 2 326
9619 1 1001
60664 7 401
22816 363 846
179796 1 202
5057 18 381
5050 6 949
1815 337 962
16906 462 959
89256 1 213
163828 1 258
195318 2 757
102397 35 605
106390 1 456
53975 4 986
42926 1 906
36821 477 646
97463 253 246
63866 920 423
675 3 695
134569 2 34
12219 577 834
236233 646 423
48430 1 1002
161453 2 473
15847 2 625
48439 3 391
49431 67 353
137997 1 684
37373 464 866
24170 311 962
43709 346 979
9295 2 24
143723 1 647
247335 1 527
175245 469 1001
108933 146 248
161630 1 898
800 30 639
36170 4 836
11969 1 710
83455 1 441
18099 240 70
30183 31 190
39695 2 364
2847 550 533
69449 149 456
3321 1 245
72893 276 775
37198 356 964
268057 256 539
38753 5 817
138312 1 894
37978 9 84
45848 2 930
41148 2 856
8148 258 129
30766 1 802
87085 2 892
137684 1 426
59012 1 954
40785 60 453
58548 1210 362
312352 486 171
77915 4 894
180975 2 926
28341 35 226
50270 718 819
51 2 993
436 808 536
53 348 340
30341 200 248
15592 2 746
15595 3 617
111035 311 864
31210 276 339
91190 344 40
47522 770 423
88546 3 479
132784 37 979
31561 1 894
234356 1 343
17853 1 19
48391 84 71
5600 100 906
48938 2 804
14517 1 574
91225 137 202
1902 2 421
217198 1 423
72657 1 899
421 3 509
420 1 845
1395 35 52
1392 1 109
151360 114 767
32489 178 705
74734 398 718
120826 1 147
23257 98 627
52838 2 898
22384 204 764
60928 5 313
6426 657 802
4298 1 951
100150 2 746
93207 1 110
48844 2 313
6428 130 4
30968 596 935
74934 1 894
244275 1 670
18854 5 859
313969 115 347
197883 1 652
233990 33 605
51901 1 969
119564 261 674
6163 1 710
259674 5 423
98611 247 1002
250429 1 99
60813 674 112
10996 68 949
69508 34 846
60370 1 366
5869 262 715
151211 53 652
104257 51 214
215773 539 648
41237 1 153
17609 43 1007
46473 425 547
17353 342 50
74445 230 979
229 1 266
227 71 133
101103 45 494
16226 81 237
2213 1 705
2211 560 826
42009 1 530
5604 1 129
293454 1 265
12423 3 819
12424 4 618
154115 183 710
6697 1 223
23909 1 976
43024 2 375
151 847 710
227068 249 12
20718 264 642
52165 294 209
32110 1 549
17511 260 962
17510 2 750
17516 1 289
105298 1 772
204675 9 524
41516 2 95
152857 1 802
85449 1 947
119492 1 802
323402 1 85
49150 149 864
46671 284 890
26051 7 596
2503 63 353
15715 19 440
11647 1 790
9353 1 343
101866 1 279
46853 1 986
99521 3 555
90293 171 60
15028 2 343
58827 3 333
141488 1 983
52565 1 983
17174 266 526
60673 374 648
75084 74 227
27944 4 211
274280 226 423
50691 1 218
16916 339 1002
204458 255 233
1809 1 710
253342 378 899
57423 116 119
2290 1 205
82206 1 652
36813 5 865
36760 457 311
125273 281 596
14852 511 423
197792 5 407
70365 2 153
18886 81 1014
26947 160 766
63253 461 712
44854 145 596
14075 1 634
38613 1 426
193897 2 729
9773 3 227
10515 33 687
50809 1 539
39713 153 970
18422 44 893
199572 1 423
90727 309 48
70745 3 441
11917 1 149
810 6 237
814 1 960
2858 1 323
168303 1 750
112077 5 935
18777 1 70
5461 2 461
37434 1 524
106717 1 175
251856 598 132
121620 466 534
5266 5 981
5265 700 423
68630 2 988
36265 201 60
48598 204 215
79036 19 106
168237 101 505
163055 2 418
18393 1 494
18170 390 618
72084 1 729
8603 1 333
14456 291 226
79290 94 605
33950 1 733
18371 466 423
30287 648 423
103169 1 781
3029 579 704
3028 486 233
77909 1 119
14699 1 792
2985 1 835
55094 1 687
179648 161 7
157827 403 177
108871 2 913
40331 174 4
179464 2 1002
1015 3 727
1010 4 461
8730 1 775
249201 1 423
1237 1 988
76237 1 819
136543 4 60
13868 1788 423
31001 195 680
111376 1 938
195818 54 431
5674 196 310
229036 1 693
67791 508 203
74147 1 231
35902 333 423
14525 297 757
180705 40 343
6502 173 72
11008 1 1001
6504 283 165
171044 6 423
34189 115 381
59623 1 869
23061 240 622
42378 3 549
151375 3 433
29626 649 921
225622 83 521
430 498 115
126121 2 149
121260 2 970
117633 1 572
101368 1 387
163886 599 565
741 1 684
61022 1 976
180127 242 20
23481 387 85
8462 1 680
83358 1 448
43235 2 1007
188717 1 623
194852 1 757
39142 128 250
19112 47 134
30973 217 432
108300 3 742
6438 47 687
7552 1 815
28883 2 574
556 3 4
35479 65 9
28864 1 522
110195 183 352
28861 2 362
74692 30 353
22534 227 52
149805 1 981
89227 22 954
71901 1 209
3062 4 395
43307 2 704
26440 2 323
166443 41 775
16039 1 302
73939 515 8
12516 6 843
5816 95 261
57788 1422 423
48841 1 924
96603 259 965
25390 25 185
16586 51 26
32296 2 993
12057 658 119
12056 500 468
235 227 781
13505 502 468
233 303 930
12694 1 463
12699 203 50
1 2 185
65236 365 684
5920 445 375
25718 2071 423
96048 114 851
75652 2 690
325275 3 1007
49524 1 111
191558 431 132
20705 501 1000
7823 2 648
65542 84 1014
63663 2 91
195482 5 979
270713 138 387
244421 1 180
214722 1 44
323419 1 13
26269 1836 423
141904 291 468
2712 1 313
17761 2 132
58033 1 50
90281 317 201
134121 2 729
105571 55 457
17166 2 149
7220 2 109
1197 4 138
172343 455 252
18637 1 266
118978 18 366
116162 439 162
16966 240 205
2155 47 573
2157 2043 423
2403 39 204
184803 56 119
930 2 340
154487 2 710
138246 53 853
16873 22 768
41414 3 440
33720 2 804
63533 2 104
182157 1 877
1756 105 769
49456 151 976
54683 1 618
3248 1 845
7311 47 71
237075 2 391
63089 3 947
36971 4 60
90731 3 949
18414 17 125
203856 1374 423
18986 1 277
257477 220 143
275476 1 745
1481 57 804
156188 5 45
10236 29 685
3150 4 421
5494 1 768
31698 664 423
41524 4 639
5492 312 371
68641 496 90
12143 7 189
21506 1 418
157746 1 859
29728 1 52
48580 4 886
121632 693 159
36606 1 802
83890 185 672
42526 517 266
136500 2 837
109406 11 868
1132 605 252
14442 2 650
24563 6 148
26992 3 775
3018 1 492
208618 100 468
14680 5 918
239836 13 894
91429 365 209
77933 1 185
3014 1 717
33895 54 564
24527 1 313
137227 4 289
64828 225 458
8720 2 185
1003 2 518
628 4 212
23653 4 680
8295 371 243
123076 215 574
89033 243 584
5949 2 474
205865 1 115
59408 1 618
206352 1 1000
11011 112 536
23010 2 912
28093 2 710
23014 21 84
136155 257 959
115284 17 524
143394 1 547
183115 2 383
3871 2 975
110502 400 935
3874 1 521
89104 1 819
184485 4 644
14408 1 34
145495 1 976
10 1 655
30944 446 526
184247 100 302
109223 2 986
170259 96 149
44808 395 691
25630 60 1002
61303 48 170
282361 1 1001
39730 1 947
32607 3 705
26298 317 956
28874 489 339
93482 344 476
35647 358 423
235139 278 757
11488 3 205
304281 2 687
13659 2 954
35649 427 853
78930 9 638
25412 6 526
21586 2 102
98635 2 280
4169 4 381
240470 4 772
51327 1 618
16023 3 99
35249 1971 807
267024 1 544
16753 1 180
19924 323 780
40241 1 256
94348 1 134
208 430 337
292524 1 938
7244 23 868
32280 87 618
244505 80 724
25361 581 34
2230 373 1001
69781 88 235
104580 62 835
42574 504 7
150122 184 183
5933 20 313
101268 1 339
5930 513 971
51929 16 440
260688 83 979
64571 2 979
64577 510 6
7364 36 352
76886 749 692
185905 2 202
226 1 526
36347 276 43
4579 312 815
19816 2 520
32137 45 756
133957 1 479
184728 233 13
235317 1 34
269179 38 605
210055 406 967
2529 2 781
261577 1 431
121826 2 874
99947 2 374
104160 134 984
9379 11 162
197403 198 119
197406 185 162
2706 1 16
4886 222 34
7966 6 228
38803 569 71
98890 620 34
56885 5 870
1829 150 570
251508 48 893
21115 1 468
113293 1 767
17084 57 589
125671 1 367
2416 1 602
42976 438 742
42203 554 859
12265 255 376
53236 351 625
39734 1 710
1926 8 544
1927 107 993
20111 2 851
39739 592 547
58151 2 200
146135 134 252
21469 920 60
3472 1 574
298300 1 723
84280 410 547
18974 96 149
18408 170 924
141733 51 91
45612 2 898
33408 326 423
176725 314 132
13932 1 266
33401 187 534
14944 1 350
230214 32 771
137149 44 648
68785 41 180
94756 1 883
48000 1 865
5482 2 1002
41534 165 83
115612 85 170
68650 1 638
787 1 3
252570 1 733
142384 4 423
152022 1 476
84607 475 935
13134 1 880
44107 1 190
27689 1019 1000
92268 3 119
40268 1 48
153457 309 95
137360 3 423
15944 226 930
60 1 474
50200 352 162
58573 593 202
265803 4 809
151754 2 807
25826 1 534
126035 15 773
77923 1 1015
18897 443 975
48488 1 852
11891 38 367
133261 662 949
50821 363 60
27585 2 186
99338 1 693
83774 1639 859
71092 1 835
635 2 757
226950 45 152
8069 19 917
66145 1 520
200116 1 888
73056 1 899
23132 1 617
145555 218 439
7481 140 48
59197 60 47
59196 709 718
291783 6 807
28267 2 768
106517 1 175
154956 254 592
108099 21 186
288412 225 926
34453 4 149
1105 1 684
1102 258 33
207582 2 100
77491 4 468
20024 1 162
89443 1 591
11324 2 742
51796 68 535
151532 317 1013
59220 1 648
197181 1 366
7578 2 233
9816 263 536
100100 249 439
100453 4 756
308932 2 177
7773 217 310
225991 16 149
21247 1 648
88641 107 72
35496 69 815
286813 118 954
8316 57 119
28847 228 362
114140 4 1001
23350 57 688
23829 633 212
52978 210 138
215965 1 932
109123 1 777
140071 1 965
4159 231 512
60841 1 464
950 2 381
32927 41 1004
22192 209 930
59906 5 476
215 320 426
117540 1 979
79981 58 125
578 205 2
22677 3 975
16561 2 60
52952 171 1014
15188 1 727
131359 2 203
289438 1 887
42179 1 60
34290 4 600
23911 1968 807
92012 502 242
51959 1 177
154305 176 434
135633 593 638
21078 366 639
185604 232 309
119084 1 52
32144 58 993
25514 1 958
6311 71 449
287708 1 853
17365 1 915
2394 3 302
85258 188 392
26054 1 19
105178 22 132
2391 368 983
121837 530 83
11478 1 814
220492 42 836
20611 4 1002
5015 449 350
62913 435 118
27939 216 461
49618 49 846
25202 694 261
9490 449 227
49612 139 423
17143 106 186
36755 2 877
85034 527 954
80044 1 913
186268 1 3
1852 133 570
21185 1 830
75234 2 899
6269 54 898
2170 1643 423
3842 3 274
17096 1 891
918 1 916
2174 225 984
2175 204 453
42216 1 766
9543 1 590
118560 1 650
112422 1 356
45990 1 1009
41430 310 930
123505 2 347
21456 130 75
106688 1 767
10785 516 819
39727 107 704
10037 406 646
121014 277 118
134851 3 923
71314 301 1004
22987 171 237
7376 1 947
849 128 996
134101 297 34
20581 2 209
41328 34 1001
103379 77 256
5438 1 534
102203 343 925
133450 2 132
41057 3 308
27593 1 757
84504 342 185
179721 1 343
18212 1 125
9035 2 310
59766 311 423
9038 1 998
10256 496 1012
107483 544 234
37245 5 231
194521 2 175
143486 99 458
176374 1 1016
164491 1 46
13120 270 109
18509 1 73
176378 68 91
169144 1 925
34280 49 717
29894 1 431
3429 1 520
72055 2 478
15797 1 805
264592 1 251
2958 1 819
24341 22 998
125682 1 729
28478 53 431
14313 1 902
58744 218 817
143798 1 80
17951 1 245
17950 649 639
91401 505 935
232780 1 34
606 211 960
4361 57 181
600 769 512
30035 1 50
609 545 622
59436 1 710
192809 1 1005
138075 1 99
8275 660 213
59187 4 461
637 9 983
187100 4 381
162894 150 367
1447 3 988
175000 1 802
639 1 687
47275 95 887
31635 1 986
47270 14 110
13780 18 109
23745 17 781
23748 539 295
55196 1 674
97478 5 607
23585 29 809
126689 12 423
159524 26 209
34663 2 446
11314 193 973
199928 3 486
11312 1 597
195913 1 17
155044 1 627
9808 1 375
9805 2 733
9804 4 547
55043 38 47
9802 84 227
105348 433 138
212705 1 80
212701 3 289
42897 504 1001
117776 4 807
127152 233 343
150252 49 998
114171 1 600
6720 1 551
111431 27 809
136229 2 623
28856 3 763
8309 15 374
15204 1 768
8095 503 116
5822 1 205
39062 397 756
12522 1 223
4141 1 631
110528 1 623
32449 193 313
96490 2 188
22766 1057 592
134723 2 245
11145 358 687
116552 179 767
110252 437 733
16573 1 203
77444 399 705
43574 1 896
19300 3 893
55226 2 1001
16 1 648
82340 1 442
25742 1 648
92008 7 128
69078 73 1014
46727 1 964
196 456 898
6387 53 111
16319 2 428
4558 5 9
19874 1 552
2541 3 374
90432 244 60
119904 241 400
64996 655 423
42353 3 830
55240 6 597
165857 2 800
56331 301 780
2387 230 646
93442 329 35
292548 151 767
10102 1 777
253259 1 739
235461 56 926
9154 351 660
67884 1 938
140933 402 729
70546 107 133
16406 2 526
9481 8 340
176380 1 159
176385 1 364
16794 320 109
204129 1 12
43606 19 132
44620 1 804
4954 27 650
20489 399 138
53219 110 566
20954 2 536
7347 367 853
135841 2 1001
305110 134 506
3294 38 311
20132 116 47
5134 1 855
5133 46 421
3291 410 520
3293 2 551
854 3 536
44765 2 362
3451 12 481
150764 329 890
33178 264 639
36926 230 125
271831 176 958
41511 162 623
271121 1 1004
24309 47 395
44012 517 40
71127 379 742
62769 1 812
94734 244 843
53452 21 998
59752 2 54
45388 1 412
20008 316 109
5228 6 628
83570 181 310
21539 208 232
24016 3 98
155824 1 766
102654 1 386
142097 143 423
11868 576 47
15814 96 292
23638 1 800
59536 546 34
15140 246 597
744 1 569
209755 6 191
147112 14 940
109927 17 175
136766 292 12
6890 985 807
3061 9 680
15611 2 879
90815 543 565
222256 2 80
41606 2 573
289246 52 144
2940 76 925
20312 2 864
143679 3 461
198267 467 205
123797 813 423
238026 1 200
37891 231 20
64437 3 800
147571 182 967
618 2 318
67442 347 390
319400 296 932
610 444 125
84538 1 923
43909 1 617
14563 2 756
179919 258 923
182053 2 829
15560 64 806
258660 105 474
8797 1 687
62014 23 347
26893 78 138
77875 305 903
26898 85 1001
123225 678 295
208795 7 870
68856 1 231
12465 1 866
175038 1 646
79301 128 177
78781 1 883
1304 1 296
1306 5 572
23204 1 883
47733 1 804
31465 1262 362
84998 1 815
91960 363 831
35701 391 757
34495 1 489
5741 50 657
23595 2 476
109742 1 180
13934 326 597
13937 1 91
3596 382 817
50552 1 998
279760 1 913
11540 3 160
5583 3 625
24304 288 213
221470 176 83
9834 38 147
5589 1 418
38213 1130 3
25825 575 800
245735 568 800
7754 1 226
54326 3 203
87988 60 213
25925 1 886
1701 1 211
46942 1 348
61112 233 407
287019 360 366
8334 393 612
100785 403 644
47739 7 913
196168 326 423
23376 250 375
43342 822 924
12534 5 390
115777 2 1000
104205 149 674
214700 244 514
127562 264 564
299848 75 177
5695 370 50
13321 1 456
25354 1564 423
25357 1 871
179 1 482
120036 3 522
32091 91 757
22409 298 302
124996 154 646
16541 2 669
1066 2 732
22402 1 231
255954 2 886
296100 347 619
166530 3 988
150618 302 138
82338 285 252
447 1 648
56502 267 202
27267 2 570
51203 80 856
200259 1 347
2280 257 266
98513 158 269
43680 2 570
56768 1 1018
46717 502 85
3668 138 916
2286 33 772
19687 1 267
292486 99 71
191287 194 896
117129 1 366
277085 41 866
167205 1 976
11690 345 723
165532 3 1001
57746 484 125
11455 1 845
11450 5 785
6590 311 777
98202 4 1000
135273 255 976
5036 193 423
39859 228 412
4823 1 356
64544 1 639
17129 403 843
979 1 1014
1082 20 534
977 277 985
36731 127 32
198897 30 267
41853 86 271
193710 2 115
97601 25 473
152420 6 106
75699 1 829
2117 3 866
20125 11 70
45718 293 239
62377 2 757
62375 140 50
14029 2 147
121078 234 729
1915 1 993
1916 2 40
56964 1 200
26037 35 433
12136 51 977
235857 2 340
192531 2 228
62979 292 930
11133 771 757
36396 2 185
53684 1 526
70558 2 214
45375 147 60
2758 390 843
883 337 209
232538 1 1005
884 311 958
54667 330 112
107415 2 988
54663 117 998
5211 55 1014
14156 307 458
9056 493 846
78374 50 168
59578 1 639
45879 56 375
24067 145 969
184076 1 376
18525 446 757
176602 471 185
13101 1 363
85768 342 89
14484 1 830
18303 107 202
78559 264 40
109911 1 209
119351 270 1015
44449 185 623
24322 67 217
122522 1 635
62622 4 234
48725 14 902
272688 27 252
156953 131 704
14375 511 587
68990 558 376
29473 72 587
1040 101 711
1045 182 500
9583 2 279
47854 1 947
1680 1 853
18782 116 627
188458 185 90
164128 2 1009
192398 1 815
24499 290 104
41706 1 213
14575 12 440
50367 1 768
29980 1 456
26014 1 134
24254 505 965
123235 71 279
79339 145 552
291477 2 619
94896 28 912
178504 1 252
68537 227 46
68535 622 845
8651 1 657
8652 354 710
1463 1 14
72369 119 476
258436 2 7
8738 1 589
35730 427 20
31470 1 71
66879 1 85
28900 1 552
5753 341 618
132412 2 816
30905 257 996
15353 159 924
67876 66 732
13926 1 536
4235 72 133
24789 2 1001
6449 28 169
15193 293 780
28637 1 518
50567 380 976
129924 286 612
91604 89 83
245704 1 333
151016 1 70
127429 261 981
72564 73 710
13690 270 830
131811 614 907
55737 535 705
55731 275 118
13699 23 596
32883 29 60
72764 9 95
148032 226 956
73965 129 433
27788 592 252
7436 1 628
102893 1 91
22361 124 836
110097 37 787
5683 2 75
215990 1 12
55558 1 804
253789 594 213
4192 59 529
266348 1 36
292760 535 80
119723 25 938
23417 19 1013
120592 1 392
110071 25 125
259214 430 34
125956 298 209
100087 1 577
77424 1 456
4058 8 950
145183 62 279
12347 1 739
51966 452 80
21045 529 680
60527 1 116
3617 1 4
120242 299 347
121311 5 574
119806 1 912
19696 1 261
32370 23 772
25033 6 816
166346 121 886
166347 204 50
2567 402 14
220357 1 802
2367 7 657
135043 1 6
7291 447 34
49667 2 804
7297 1 536
54989 1 100
99348 5 423
46368 1 979
5026 1 85
118252 98 149
3728 1 132
26256 50 613
36097 214 921
71688 3 387
122969 2 326
162426 5 757
4933 14 353
960 376 620
139347 367 896
6296 55 461
36251 1 428
4688 1 362
69725 21 173
6059 2 188
250309 307 347
43626 329 83
2100 329 892
42089 528 930
152744 2 866
87266 311 326
5116 583 886
2635 351 815
2636 1 534
153349 2 456
37475 2 988
136498 17 109
198837 1 112
79844 14 138
118898 336 829
79840 376 60
179025 395 843
162512 151 969
4590 2 830
2034 7 34
2033 554 47
49395 434 132
42669 17 521
42884 430 692
4843 3 1000
317000 17 191
264901 325 279
14904 1 628
33336 1 547
170060 109 921
63175 1 813
155805 2 192
99014 4 852
21423 80 421
3545 1 83
71217 1 356
83516 3 47
3234 1 997
113440 1 926
175264 1 186
168929 1 309
24074 3 704
37277 21 686
36077 4 47
32025 1 757
36073 166 52
65595 207 309
285701 2 14
85087 2 119
15168 182 790
2964 1 969
2967 1 657
2966 149 677
33933 128 474
37291 487 138
146995 7 147
255444 1 809
62633 1580 423
3042 186 486
167818 1 159
158049 1 213
45928 1 833
42699 2 476
306117 3 816
226778 958 712
40002 3 40
13001 79 546
61983 1 941
149577 297 423
67516 2 72
76674 2 526
1095 328 287
89061 357 783
89064 332 1001
118526 69 780
29999 200 853
228400 90 9
14584 262 173
18837 208 521
18002 1 162
27521 144 109
14745 232 217
82016 1 111
29681 218 601
1418 68 750
67607 147 239
47440 127 50
1410 2 536
1326 344 295
67923 1 781
88933 2 347
93729 1 530
268193 34 147
8686 17 440
176822 1 296
8137 37 584
61128 1 620
15183 3 1011
27665 96 246
151009 86 204
186559 347 802
34036 2 605
2395 499 660
1522 2 90
25807 1 292
28333 627 423
308 177 163
127128 3 203
322962 284 648
300 352 109
3950 1 947
92836 114 423
53913 1 632
228988 329 484
88334 221 391
24689 2 949
35293 689 423
51425 328 777
160908 221 1001
51354 131 1013
100250 43 892
19899 28 677
298846 3 552
50972 922 423
28151 1 205
170379 1 311
127237 1 361
213112 2 837
150994 69 261
27542 6 245
1249 132 1012
16525 299 461
73350 3 493
56165 2 313
181230 541 432
20260 429 647
6601 1 185
230579 1 896
200875 1 652
12639 532 534
177912 2 83
22425 43 170
78899 401 686
11504 607 13
69912 1 1001
117933 3 132
69266 121 650
11501 4 169
57342 201 1005
174312 114 6
100325 1 302
120302 698 423
19533 317 367
191733 84 464
19530 223 245
96752 1 674
21038 410 657
62396 1 651
18403 1 202
12189 137 705
17090 68 846
10731 1 745
141186 1 175
57767 1 807
12747 77 534
198918 1 975
153647 1 526
11439 1 974
19997 8 906
277552 1 343
97578 708 329
49656 3 391
74365 2 639
35473 1 894
143165 1 440
17697 77 186
1895 42 153
21146 442 768
16456 1 883
218104 3 596
113008 21 841
105683 237 138
293429 169 125
81849 1 181
116219 3 899
20144 110 423
244711 1 135
84094 1 587
166976 96 149
22941 49 148
84769 332 296
2735 1 733
85140 375 657
314056 3 926
74472 1 589
3424 647 520
12167 1 780
61090 2 2
4857 1 19
4856 173 846
102489 21 1004
84822 146 459
162705 358 265
45028 440 865
44281 58 998
53486 1 377
10291 432 279
58638 8 423
48294 71 381
63392 487 757
2996 1 534
11985 4 1000
157521 1 461
120902 18 1014
148768 207 372
268740 1055 807
106171 424 674
84302 1 247
227704 1 829
18815 1 680
28247 1181 34
78531 67 340
33258 2 381
710 1 792
152007 129 310
122502 1 461
80936 2 461
58259 631 926
99668 2 115
1068 100 449
211777 294 887
30699 1 50
208475 2 76
40839 492 62
30694 33 896
5304 1 786
1067 1 670
5307 86 437
84541 207 214
223880 1 7
243126 5 956
68088 1524 807
109591 410 790
226909 251 835
593 2 593
8236 307 625
273936 1 823
129785 264 311
8238 2 245
112398 1 288
31270 62 470
133898 132 138
97111 180 195
2826 4 149
24279 458 617
20216 19 400
7630 540 520
159661 163 899
14753 3 119
37139 352 33
115174 2 647
31418 1 764
118461 1 986
171562 299 773
79669 192 589
1330 53 650
445 7 120
71387 167 212
137425 2 408
141948 3 1003
51489 2 171
5777 17 153
324934 1 381
38 2 333
694 3 985
186563 166 756
27652 1 1001
30 93 1012
5571 1 186
28326 377 526
110871 1 316
7616 1 159
1539 960 780
23140 4 819
130546 287 913
228153 2 773
82225 1 794
31303 2 600
83968 171 580
248525 378 203
109155 1 623
4103 383 954
4105 94 956
38295 353 7
11229 3 864
131019 1 390
45286 5 239
140025 26 766
15248 2 401
55398 108 894
9422 3 350
119646 110 206
