BC_ID BC_Counts Mut_ID
264592 1 251
87672 1361 570
28478 55 431
58744 1880 817
17950 4213 639
91401 3313 935
83987 2 729
232780 1 34
29417 1 1005
606 1108 960
4361 42 181
600 3372 512
8075 868 55
144013 1 877
192809 2 1005
8275 4266 213
15193 1567 780
161453 3 473
319468 1 623
187100 8 381
162894 1044 367
1447 2 988
639 1 687
57423 965 119
47275 87 887
31635 1 986
47270 22 110
13780 12 109
23745 35 781
23748 3234 295
79429 1 967
48620 1 132
23585 47 809
126689 14 423
159524 32 209
34663 2 446
77260 3 893
199928 2 486
11312 1 597
195913 1 17
27694 1 191
59238 1 66
6460 1 745
9805 5 733
9804 2 547
55043 18 47
9802 72 227
36760 2937 311
302816 3 957
42897 2966 1001
117776 1 807
127152 1451 343
48622 5 347
150252 128 998
231176 1 20
111431 23 809
28856 5 763
8309 14 374
8097 2 866
8095 2337 116
8094 1 35
39062 2852 756
5846 2 830
93626 2 132
4141 1 631
110528 1 623
32449 1272 313
22761 3 590
22766 8074 592
134723 4 245
11145 2626 687
116552 713 767
110252 2041 733
116554 1 461
16573 1 203
77444 2211 705
82584 1 729
43574 3 896
55226 3 1001
69078 198 1014
196 2892 898
302542 1 423
6387 51 111
4558 9 9
2541 7 374
90432 1584 60
52094 1 521
119904 1553 400
38613 2 426
64996 3298 423
117153 1 819
135531 1 625
165857 4 800
56331 1709 780
2387 1676 646
93442 2746 35
292548 490 767
10102 2 777
235461 56 926
9154 1504 660
140933 2033 729
70546 417 133
98185 1 517
9481 13 340
176380 1 159
16794 2003 109
74339 2 239
43606 18 132
53142 2 523
9550 1 646
4954 29 650
9731 1 622
20489 2654 138
53219 693 566
20954 1 536
7347 3159 853
135841 3 1001
305110 734 506
48391 412 71
20132 1288 47
5133 41 421
3291 3201 520
3293 3 551
854 2 536
44765 2 362
3451 1 481
84757 1 337
150764 2071 890
33178 2205 639
36926 1296 125
271831 1165 958
41511 780 623
41516 1 95
18205 1 1002
44012 3095 40
71127 2135 742
117129 1 366
129116 1 780
62769 1 812
94734 2159 843
53452 19 998
45388 1 412
167901 1 209
20008 1504 109
18681 2 252
83570 1418 310
21539 1494 232
24016 2 98
155824 1 766
142097 558 423
37095 3 887
11868 3993 47
15814 282 292
59536 3819 34
15140 1226 597
147112 97 940
109927 10 175
136766 1872 12
6890 6284 807
3061 7 680
15611 1 879
12000 2658 1012
50221 1 868
289246 374 144
2940 98 925
192008 1 704
94933 2 364
143679 1 461
2851 1 245
198267 2827 205
123797 4644 423
37891 1767 20
157313 1 830
147571 818 967
618 1 318
151532 1569 1013
67442 1906 390
319400 2080 932
610 3097 125
43909 1 617
14563 1 756
179919 1400 923
182053 1 829
15560 63 806
258660 849 474
197181 1 366
62014 30 347
26893 71 138
24309 49 395
29668 1 453
26898 85 1001
123225 4236 295
208795 6 870
40241 1 256
79301 605 177
78781 1 883
5237 1 648
1306 2 572
23204 2 883
47733 1 804
31465 7583 362
64437 1 800
91960 1954 831
35701 2414 757
34495 1 489
5741 48 657
23595 1 476
13934 2176 597
13937 1 91
135273 2068 976
35830 1 983
279760 1 913
5583 3 625
12402 1 835
58259 2932 926
221470 848 83
9834 295 147
5589 1 418
38213 9072 3
50821 2541 60
245735 3963 800
180831 1 52
54326 1 203
87988 66 213
3598 1 835
25925 1 886
170517 1 51
3934 3 660
103739 3 521
61112 1224 407
287019 1965 366
8334 2012 612
100785 2577 644
47739 1 913
196168 1651 423
23376 2641 375
74650 1 48
43342 6442 924
24666 2 843
12534 3 390
115777 1 1000
104205 818 674
214700 1333 514
127562 1679 564
127564 1 34
299848 104 177
5695 2342 50
25354 7820 423
25357 1 871
120036 3 522
32091 100 757
22409 1732 302
124996 1038 646
16541 2 669
1066 2 732
255954 2 886
296100 1986 619
166530 2 988
82338 2884 252
447 1 648
160581 1 343
56502 1313 202
27267 3 570
51203 135 856
2280 1477 266
98513 1551 269
46717 2539 85
3668 710 916
2286 34 772
292486 427 71
191287 1537 896
163496 1 102
277085 241 866
167205 1 976
11690 2126 723
165532 22 1001
57746 3796 125
226909 1125 835
98202 3 1000
3596 1567 817
5036 431 423
4822 1 958
39859 1619 412
17129 2488 843
979 1 1014
4439 1 98
1082 73 534
977 1546 985
36731 565 32
198897 3 267
41853 79 271
97601 24 473
8555 3227 524
2117 1 866
20125 11 70
45718 1184 239
101329 2 597
190245 1 119
62375 848 50
14029 1 147
121078 1388 729
9587 1 47
294632 1 129
107550 1 569
56964 1 200
9408 1 228
270722 1 618
235857 2 340
62979 1934 930
79290 650 605
36396 1 185
53684 1 526
125956 1829 209
45375 594 60
2758 2606 843
30289 1 623
883 2569 209
232538 5 1005
884 2205 958
54667 2202 112
107415 1 988
54663 242 998
34861 1 329
5211 171 1014
14156 1309 458
9056 3062 846
78374 51 168
59578 2 639
45879 53 375
24067 854 969
95606 4 632
157549 1 116
113484 1 478
18837 1017 521
176602 2547 185
44620 1 804
85768 1523 89
84417 1 605
18303 331 202
78559 1090 40
119351 1688 1015
14488 5 151
24322 850 217
31671 1 526
122522 1 635
62622 17 234
48725 1 902
272688 29 252
156953 1062 704
14375 3041 587
68990 4310 376
29473 85 587
1040 728 711
1045 1348 500
47854 1 947
1680 1 853
18782 462 627
8256 1 1015
188458 1339 90
192398 4 815
24499 1983 104
14575 11 440
50367 2 768
29980 2 456
24254 3621 965
123235 71 279
7611 1 807
79339 1080 552
94896 48 912
68537 1020 46
68535 3705 845
8651 1 657
8652 1239 710
1463 1 14
72369 1106 476
8738 1 589
136406 1 40
35730 3016 20
66879 3 85
5753 1624 618
132412 3 816
30905 1305 996
15354 3 625
15353 895 924
67876 530 732
48829 1 132
4235 56 133
24789 1 1001
6449 21 169
213671 299 605
28637 1 518
50567 2423 976
47632 2 431
129924 1350 612
91604 669 83
245704 1 333
127429 1089 981
72564 71 710
13690 1468 830
72561 2 866
131811 3423 907
55737 4929 705
32555 1 381
55731 2587 118
13699 144 596
32883 26 60
72764 1 95
148032 1509 956
28834 2 960
4128 2 708
73965 107 433
27788 3933 252
63874 1 768
22361 149 836
24471 4 886
110097 162 787
110095 1 687
55558 2 804
253789 3203 213
4192 60 529
292760 2790 80
119723 73 938
23417 21 1013
110071 42 125
259214 3962 34
81692 1 1001
140134 1223 97
77424 5 456
4058 12 950
145183 638 279
23909 2 976
51745 1 280
19672 2 684
51966 3853 80
21045 2950 680
3617 1 4
16338 1 80
116287 2330 163
121311 2 574
19696 2 261
32370 20 772
56287 2 279
261577 1 431
166346 120 886
166347 1396 50
90415 1 587
2567 2932 14
24928 1 1001
2367 2 657
7291 2579 34
49667 4 804
54989 7 100
99348 3 423
46368 1 979
118252 257 149
26256 56 613
36097 1304 921
71688 2 387
122969 3 326
162426 1 757
4933 34 353
960 2081 620
139347 2682 896
6296 380 461
4688 1 362
69725 292 173
6059 140 188
250309 1455 347
43626 2231 83
2100 1482 892
42089 2519 930
152744 4 866
87266 1790 326
87267 2 280
2635 1407 815
2636 1 534
36898 1 985
136498 13 109
20391 1 344
79844 10 138
44701 3297 625
79840 2405 60
39498 2 482
22955 25 813
162512 690 969
4590 1 830
2034 9 34
2033 3481 47
49395 2632 132
42669 8 521
42884 1858 692
4841 1 500
4843 2 1000
637 2 983
317000 14 191
108980 2 710
264901 1673 279
14904 10 628
170060 470 921
216760 1 639
21423 71 421
83516 2 47
3234 2 997
113440 1 926
168929 2 309
24074 3 704
37277 164 686
36073 1033 52
254792 1 960
15168 963 790
2964 1 969
2967 1 657
2966 712 677
33933 1279 474
37291 3576 138
146995 6 147
62633 9408 423
39502 3 5
3042 1195 486
138965 1 578
7326 1 479
1078 2 241
306117 1 816
226778 5508 712
44034 1 573
13001 224 546
37612 1 767
1675 1 597
59603 1 952
149577 1458 423
76674 1 526
1095 2363 287
675 11 695
89064 2084 1001
118526 73 780
112543 1 252
29999 1379 853
248525 2618 203
14584 1264 173
18525 2476 757
27521 648 109
14745 929 217
82016 1 111
17851 21 421
1418 95 750
47446 1 1005
67607 1297 239
47440 110 50
238171 1 232
94889 1 547
1326 1242 295
222857 2 513
15676 1 441
117438 1 481
12957 2450 864
8686 13 440
8137 44 584
5762 1 639
2397 1 449
27665 287 246
151009 219 204
186559 1664 802
2395 3419 660
1522 1 90
28333 3947 423
308 818 163
309 1 149
140256 2 65
300 1520 109
44449 842 623
3950 1 947
92836 1001 423
34748 1 261
228988 2329 484
88334 1740 391
100258 1 836
35293 3566 423
51425 1752 777
12516 7 843
51354 120 1013
100250 58 892
19899 18 677
50972 5735 423
28151 2 205
170379 1 311
127237 1 361
105171 1 807
213112 1 837
150994 424 261
16525 1700 461
73350 35 493
56165 1 313
181230 3408 432
20260 1488 647
302243 2366 800
230579 1 896
200875 1 652
12639 3380 534
177912 1 83
22425 191 170
78899 2901 686
11504 3073 13
145475 22 233
69266 556 650
11501 1 169
57342 1722 1005
174312 109 6
120302 4265 423
19533 1835 367
191733 446 464
19530 1209 245
96752 2 674
21038 2252 657
151915 1 55
92226 1 719
12189 540 705
12188 1 119
556 1 4
192739 2 807
12747 71 534
69609 3 362
19997 4 906
277552 1 343
97578 3967 329
49656 2 391
74365 2 639
17697 553 186
1895 39 153
25240 1 887
21146 1773 768
218104 3 596
113008 13 841
4928 3 792
105683 1901 138
293429 1651 125
81849 2 181
116219 1 899
20144 100 423
84094 1 587
166976 111 149
22941 139 148
37449 1 132
84769 2014 296
85140 2019 657
148692 1 494
314056 1 926
3424 2870 520
120242 1659 347
4856 1421 846
102489 92 1004
74692 106 353
28326 1949 526
1704 1 148
162705 2276 265
45028 2345 865
44281 237 998
53486 1 377
10291 1891 279
46825 1 775
58638 65 423
48294 381 381
45804 1 241
63392 3027 757
11985 75 1000
120902 81 1014
148768 1277 372
268740 7164 807
106171 2907 674
41470 1 347
28247 9279 34
316532 1927 903
78531 335 340
33258 4 381
152007 724 310
122502 1 461
59655 1 684
24304 2303 213
1068 113 449
27408 1 1014
211777 2193 887
29459 3 886
40839 3109 62
30694 38 896
5307 383 437
84541 991 214
243126 3 956
68088 10494 807
109591 2566 790
6590 2219 777
8236 2507 625
129785 1699 311
8238 1 245
31270 401 470
133898 924 138
95057 1 34
97111 205 195
24279 2176 617
20216 129 400
3385 1 898
136212 4 835
7630 2433 520
159661 843 899
48578 1 780
37139 1944 33
148832 1 375
171562 2604 773
212693 1 468
79669 1012 589
1330 51 650
445 5 120
113307 60 439
141948 1 1003
51489 1 171
5777 17 153
38 3 333
694 1 985
186563 923 756
27652 1 1001
30 643 1012
102859 1 998
93263 1 650
1249 806 1012
7616 1 159
1539 4641 780
130546 1613 913
228153 1 773
31303 1 600
83968 596 580
228400 435 9
109155 1 623
4103 1910 954
4105 447 956
38295 1414 7
45286 3 239
140025 87 766
15248 7 401
55398 803 894
165439 2 1005
9422 1 350
119646 699 206
117933 3 132
35755 2 476
38313 1 440
24454 1 480
207426 1 1011
28147 2 757
3895 7069 547
92910 2 498
189431 1 613
92915 4337 815
22432 1 266
171833 1 942
12621 1 364
140112 667 211
145259 59 97
287112 1 817
13508 1 45
