STRAIN	BC_ID	MU_ID	ENV	gen_0	gen_10	gen_20	gen_30	gen_40
DivAnc	5777	153	1_SC3	17	112	55	106	62
DivAnc	324934	381	1_SC3	1	7	7	31	16
DivAnc	38	333	1_SC3	2	6	0	0	0
DivAnc	694	985	1_SC3	3	14	8	16	7
DivAnc	186563	756	1_SC3	166	1101	492	998	684
DivAnc	27652	1001	1_SC3	1	0	0	0	0
DivAnc	30	1012	1_SC3	92	567	274	450	486
DivAnc	5571	186	1_SC3	1	0	0	0	0
DivAnc	28326	526	1_SC3	376	1981	964	1914	1288
DivAnc	110871	316	1_SC3	1	11	15	16	13
DivAnc	7616	159	1_SC3	1	10	4	0	0
DivAnc	1539	780	1_SC3	960	5916	2815	6046	4758
DivAnc	23140	819	1_SC3	4	61	29	78	58
DivAnc	130546	913	1_SC3	287	1743	803	1744	1416
DivAnc	228153	773	1_SC3	2	4	0	0	0
DivAnc	82225	794	1_SC3	1	0	0	0	0
DivAnc	31303	600	1_SC3	2	0	0	0	0
DivAnc	83968	580	1_SC3	171	940	430	999	775
DivAnc	248525	203	1_SC3	378	2503	1316	2904	2002
DivAnc	109155	623	1_SC3	1	0	0	0	0
DivAnc	4103	954	1_SC3	383	2281	1142	2338	1661
DivAnc	4105	956	1_SC3	94	465	241	432	402
DivAnc	38295	7	1_SC3	352	1976	1068	2130	1630
DivAnc	11229	864	1_SC3	3	8	13	0	0
DivAnc	131019	390	1_SC3	1	0	0	0	0
DivAnc	45286	239	1_SC3	5	52	30	33	23
DivAnc	140025	766	1_SC3	25	211	109	168	130
DivAnc	15248	401	1_SC3	2	3	0	0	0
DivAnc	55398	894	1_SC3	108	747	371	616	434
DivAnc	9422	350	1_SC3	3	0	0	0	0
DivAnc	119646	206	1_SC3	109	629	369	752	611
DivAnc	145475	233	1_SC3	20	58	36	70	73
DivAnc	35755	476	1_SC3	3	19	8	20	16
DivAnc	92226	719	1_SC3	1	0	0	0	0
DivAnc	207426	1011	1_SC3	6	21	16	31	14
DivAnc	28147	757	1_SC3	3	16	19	47	25
DivAnc	3895	547	1_SC3	906	5190	2450	4722	3641
DivAnc	44672	1014	1_SC3	1	9	3	4	0
DivAnc	92914	74	1_SC3	1	0	0	0	0
DivAnc	92915	815	1_SC3	779	4535	2482	5106	3735
DivAnc	171833	942	1_SC3	2	14	3	0	0
DivAnc	12621	364	1_SC3	1	15	2	5	0
DivAnc	12627	366	1_SC3	3	3	8	0	0
DivAnc	145259	97	1_SC3	56	269	163	296	226
DivAnc	28374	547	1_SC3	1	1	0	0	0
DivAnc	287112	817	1_SC3	2	4	4	0	0
DivAnc	3462	215	1_SC3	2	0	0	0	0
DivAnc	13508	45	1_SC3	1	3	0	0	0
DivAnc	5953	127	1_SC3	2	0	0	0	0
DivAnc	5952	976	1_SC3	1	14	4	9	13
DivAnc	4618	226	1_SC3	464	2983	1427	3138	2164
DivAnc	11532	430	1_SC3	1	3	10	17	2
DivAnc	155359	596	1_SC3	2	6	12	12	3
DivAnc	4070	449	1_SC3	262	1712	818	1655	1370
DivAnc	39135	1009	1_SC3	143	772	352	694	605
DivAnc	187216	1013	1_SC3	3	0	0	0	0
DivAnc	127444	34	1_SC3	2	0	0	0	0
DivAnc	35400	509	1_SC3	1	2	15	46	58
DivAnc	43473	544	1_SC3	3	10	1	0	0
DivAnc	74579	534	1_SC3	2	6	1	0	0
DivAnc	22865	618	1_SC3	2	21	5	10	6
DivAnc	117442	964	1_SC3	1	0	0	0	0
DivAnc	32355	983	1_SC3	25	210	125	227	180
DivAnc	25017	984	1_SC3	1	7	2	18	6
DivAnc	180047	247	1_SC3	1	10	5	0	0
DivAnc	16193	138	1_SC3	2	37	19	54	75
DivAnc	26210	60	1_SC3	418	2311	1226	2368	1977
DivAnc	46166	684	1_SC3	462	2682	1443	2813	1979
DivAnc	2341	363	1_SC3	188	1104	549	1231	946
DivAnc	118111	313	1_SC3	261	1567	774	1547	1223
DivAnc	2349	423	1_SC3	1289	7789	3854	7280	5945
DivAnc	208175	731	1_SC3	1	0	0	0	0
DivAnc	19983	50	1_SC3	100	622	398	756	577
DivAnc	25498	52	1_SC3	212	1179	604	1085	830
DivAnc	303894	474	1_SC3	333	1875	965	1788	1260
DivAnc	153638	209	1_SC3	72	511	226	469	241
DivAnc	25491	536	1_SC3	9	38	16	35	0
DivAnc	56377	243	1_SC3	300	1672	835	1682	1245
DivAnc	34089	530	1_SC3	313	1821	789	1692	1348
DivAnc	21791	717	1_SC3	313	2048	935	2043	1531
DivAnc	46614	390	1_SC3	30	164	113	228	158
DivAnc	283947	381	1_SC3	1	0	0	0	0
DivAnc	46340	729	1_SC3	138	721	376	747	532
DivAnc	128539	102	1_SC3	2	11	5	12	7
DivAnc	9117	159	1_SC3	1	0	0	0	0
DivAnc	41863	488	1_SC3	1	10	5	22	9
DivAnc	17665	34	1_SC3	1	7	8	37	52
DivAnc	16446	84	1_SC3	2	8	0	0	0
DivAnc	146754	639	1_SC3	42	234	137	175	167
DivAnc	949	148	1_SC3	1	2	2	39	22
DivAnc	947	292	1_SC3	25	135	79	153	185
DivAnc	6444	509	1_SC3	412	2287	1053	2042	1504
DivAnc	204165	853	1_SC3	1	8	0	0	0
DivAnc	52454	403	1_SC3	601	3331	1642	3170	2486
DivAnc	24874	913	1_SC3	1	3	7	11	14
DivAnc	6910	913	1_SC3	1	4	0	0	0
DivAnc	5172	486	1_SC3	2	0	0	0	0
DivAnc	5171	1007	1_SC3	736	4037	2087	3928	2718
DivAnc	9200	1012	1_SC3	2	9	1	0	0
DivAnc	36874	118	1_SC3	1	0	0	0	0
DivAnc	20172	775	1_SC3	1	0	0	0	0
DivAnc	152761	204	1_SC3	254	1517	766	1680	1269
DivAnc	49222	72	1_SC3	76	354	164	324	237
DivAnc	121512	962	1_SC3	513	2858	1409	2565	1820
DivAnc	75395	800	1_SC3	35	146	70	167	101
DivAnc	79861	652	1_SC3	1	0	0	0	0
DivAnc	143959	810	1_SC3	1	0	0	0	0
DivAnc	278837	134	1_SC3	53	261	181	305	193
DivAnc	210749	343	1_SC3	1	5	13	68	46
DivAnc	95585	52	1_SC3	1	8	5	8	7
DivAnc	13481	347	1_SC3	1	2	5	6	6
DivAnc	4863	132	1_SC3	534	3071	1532	2737	1948
DivAnc	135481	924	1_SC3	192	1160	591	1204	908
DivAnc	54391	926	1_SC3	8	57	43	98	76
DivAnc	99785	757	1_SC3	198	1309	636	1214	892
DivAnc	9063	715	1_SC3	1	11	3	3	10
DivAnc	168631	938	1_SC3	22	151	69	193	126
DivAnc	198020	1000	1_SC3	201	1091	477	1254	902
DivAnc	59713	884	1_SC3	42	207	107	212	207
DivAnc	58629	375	1_SC3	1	9	8	21	18
DivAnc	21631	185	1_SC3	498	2878	1372	2817	2258
DivAnc	102899	47	1_SC3	1	0	0	0	0
DivAnc	190618	599	1_SC3	375	2202	1222	2713	1879
DivAnc	21573	381	1_SC3	756	4538	2230	4727	3630
DivAnc	17710	192	1_SC3	1	0	0	0	0
DivAnc	17358	500	1_SC3	4	11	5	0	0
DivAnc	325796	1021	1_SC3	16	62	48	114	109
DivAnc	49829	423	1_SC3	109	687	417	865	663
DivAnc	325794	1020	1_SC3	76	408	217	380	287
DivAnc	10447	892	1_SC3	9	81	44	155	88
DivAnc	325792	1020	1_SC3	222	1445	684	1562	1153
DivAnc	325793	1020	1_SC3	18	102	52	53	47
DivAnc	190617	962	1_SC3	41	203	83	140	135
DivAnc	48514	846	1_SC3	249	1495	726	1530	1006
DivAnc	243000	476	1_SC3	3	28	17	31	3
DivAnc	7257	426	1_SC3	27	172	87	152	178
DivAnc	146536	874	1_SC3	302	1776	969	2000	1529
DivAnc	177739	291	1_SC3	1	7	0	0	0
DivAnc	71273	294	1_SC3	1	0	0	0	0
DivAnc	37058	780	1_SC3	4	26	41	79	92
DivAnc	53250	605	1_SC3	64	320	144	300	154
DivAnc	4485	521	1_SC3	279	1823	905	1847	1324
DivAnc	265670	1016	1_SC3	1	0	0	0	0
DivAnc	62830	366	1_SC3	262	1574	770	1501	1257
DivAnc	155592	83	1_SC3	257	1293	605	1361	959
DivAnc	33267	211	1_SC3	1	4	0	0	0
DivAnc	86798	83	1_SC3	400	2260	1135	2280	1693
DivAnc	230345	773	1_SC3	4	4	7	20	3
DivAnc	115343	1007	1_SC3	4	70	39	101	72
DivAnc	44471	423	1_SC3	41	232	72	124	136
DivAnc	17909	423	1_SC3	519	2783	1315	2574	2123
DivAnc	14619	67	1_SC3	218	1437	569	1151	849
DivAnc	129069	66	1_SC3	2	28	14	21	23
DivAnc	14631	596	1_SC3	4	34	5	7	2
DivAnc	85	674	1_SC3	1	4	7	3	0
DivAnc	13527	534	1_SC3	185	1034	505	1015	763
DivAnc	144914	907	1_SC3	1	0	0	0	0
DivAnc	13022	622	1_SC3	3	9	3	0	0
DivAnc	54633	536	1_SC3	1	17	8	32	29
DivAnc	18245	7	1_SC3	403	2233	1159	2400	1892
DivAnc	78437	954	1_SC3	3	0	0	0	0
DivAnc	6582	423	1_SC3	2097	11833	6057	11883	9435
DivAnc	3037	717	1_SC3	1	19	7	0	0
DivAnc	59913	366	1_SC3	3	23	21	20	23
DivAnc	30845	445	1_SC3	2	12	7	6	0
DivAnc	94993	423	1_SC3	423	2463	1336	2393	1884
DivAnc	31247	233	1_SC3	1	5	0	0	0
DivAnc	76437	456	1_SC3	70	397	223	438	283
DivAnc	1633	460	1_SC3	96	468	186	401	291
DivAnc	7620	924	1_SC3	398	2381	1271	2691	1811
DivAnc	17878	498	1_SC3	73	600	308	596	509
DivAnc	6874	983	1_SC3	1	7	8	26	30
DivAnc	91749	486	1_SC3	2	20	8	8	21
DivAnc	5403	657	1_SC3	516	2919	1406	2866	2150
DivAnc	14725	959	1_SC3	2	29	30	42	55
DivAnc	183279	836	1_SC3	560	2874	1398	3089	2195
DivAnc	156918	599	1_SC3	1	4	0	0	0
DivAnc	38386	979	1_SC3	2	8	2	5	0
DivAnc	58161	102	1_SC3	1	23	14	55	31
DivAnc	126406	969	1_SC3	87	656	349	550	361
DivAnc	59289	585	1_SC3	2	4	4	0	0
DivAnc	5237	648	1_SC3	3	19	6	16	7
DivAnc	86774	202	1_SC3	157	951	436	915	677
DivAnc	7713	152	1_SC3	1	0	0	0	0
DivAnc	38253	311	1_SC3	138	822	385	731	519
DivAnc	50759	486	1_SC3	176	1001	447	744	706
DivAnc	72918	967	1_SC3	74	316	197	438	297
DivAnc	66625	227	1_SC3	1	7	14	15	18
DivAnc	4461	274	1_SC3	2	3	7	25	15
DivAnc	29159	536	1_SC3	259	1664	797	1547	1261
DivAnc	34764	408	1_SC3	5	8	0	0	0
DivAnc	113465	539	1_SC3	1	11	5	14	10
DivAnc	61396	134	1_SC3	211	1414	619	1301	1112
DivAnc	5890	612	1_SC3	4	66	34	78	89
DivAnc	8576	648	1_SC3	3	31	4	0	0
DivAnc	132753	83	1_SC3	40	222	143	300	159
DivAnc	256564	506	1_SC3	2	35	19	58	30
DivAnc	82068	147	1_SC3	29	200	61	168	173
DivAnc	13802	347	1_SC3	10	94	20	30	35
DivAnc	48981	104	1_SC3	193	1065	550	1271	910
DivAnc	86020	233	1_SC3	1	0	0	0	0
DivAnc	206696	202	1_SC3	200	1131	553	1099	826
DivAnc	22335	226	1_SC3	381	2344	1134	1945	1413
DivAnc	206698	455	1_SC3	1	10	7	14	30
DivAnc	54	266	1_SC3	2	18	12	11	2
DivAnc	19735	971	1_SC3	51	292	133	224	170
DivAnc	170429	846	1_SC3	67	297	203	493	425
DivAnc	73408	268	1_SC3	6	54	13	57	36
DivAnc	33845	461	1_SC3	2	20	2	3	7
DivAnc	245195	431	1_SC3	2	7	30	44	51
DivAnc	23428	353	1_SC3	2	8	1	3	10
DivAnc	6622	935	1_SC3	246	1475	703	1313	997
DivAnc	77148	118	1_SC3	1	7	14	44	16
DivAnc	132622	700	1_SC3	19	104	20	50	35
DivAnc	51711	144	1_SC3	72	363	116	291	187
DivAnc	68635	209	1_SC3	346	2023	1074	2182	1592
DivAnc	93070	1004	1_SC3	2	42	13	40	36
DivAnc	205006	116	1_SC3	42	201	104	247	112
DivAnc	3972	565	1_SC3	6	47	20	5	0
DivAnc	24732	628	1_SC3	281	1497	698	1133	913
DivAnc	87947	677	1_SC3	568	3330	1856	3825	2982
DivAnc	56	745	1_SC3	1	10	5	11	3
DivAnc	177020	440	1_SC3	14	32	20	69	22
DivAnc	117473	618	1_SC3	54	230	129	265	162
DivAnc	32324	536	1_SC3	1	17	3	14	26
DivAnc	60372	772	1_SC3	2	10	8	0	0
DivAnc	222242	423	1_SC3	2	6	0	0	0
DivAnc	12769	896	1_SC3	566	3463	1648	3206	2599
DivAnc	4717	423	1_SC3	947	5427	2873	6191	5014
DivAnc	4710	813	1_SC3	90	470	201	375	248
DivAnc	13620	688	1_SC3	1	28	20	68	22
DivAnc	230916	587	1_SC3	284	1602	737	1447	1082
DivAnc	27021	565	1_SC3	1	20	0	0	0
DivAnc	90462	733	1_SC3	1	10	11	32	34
DivAnc	31939	888	1_SC3	1	0	0	0	0
DivAnc	153621	899	1_SC3	251	1567	774	1508	1094
DivAnc	238189	517	1_SC3	1	4	0	0	0
DivAnc	221760	162	1_SC3	437	2608	1392	2903	2428
DivAnc	161389	979	1_SC3	567	3273	1748	3554	2837
DivAnc	86468	790	1_SC3	1	0	0	0	0
DivAnc	100980	362	1_SC3	1	0	0	0	0
DivAnc	87672	570	1_SC3	268	1541	759	1670	1255
DivAnc	106372	350	1_SC3	5	21	18	25	2
DivAnc	106374	1002	1_SC3	2	0	0	0	0
DivAnc	3713	356	1_SC3	5	48	25	18	4
DivAnc	64473	162	1_SC3	91	560	351	715	661
DivAnc	52066	190	1_SC3	119	577	301	432	358
DivAnc	161878	453	1_SC3	1	29	17	29	20
DivAnc	13369	597	1_SC3	834	4564	2397	4919	3410
DivAnc	16271	835	1_SC3	10	45	15	26	24
DivAnc	90687	479	1_SC3	25	112	45	126	88
DivAnc	249702	836	1_SC3	1	5	1	0	0
DivAnc	113581	19	1_SC3	1	0	0	0	0
DivAnc	43673	461	1_SC3	150	953	454	761	564
DivAnc	2487	985	1_SC3	593	3498	1693	3201	2553
DivAnc	4903	52	1_SC3	1	0	0	0	0
DivAnc	20673	964	1_SC3	268	1490	709	1364	964
DivAnc	77260	893	1_SC3	5	47	17	34	8
DivAnc	56726	647	1_SC3	1	0	0	0	0
DivAnc	24845	628	1_SC3	205	1065	588	1129	899
DivAnc	11700	498	1_SC3	885	4949	2633	5057	3913
DivAnc	7397	191	1_SC3	6	33	5	0	0
DivAnc	990	710	1_SC3	3	47	16	46	44
DivAnc	85520	205	1_SC3	1	4	0	0	0
DivAnc	20167	241	1_SC3	2	12	10	0	0
DivAnc	128	639	1_SC3	888	5350	2676	5676	4377
DivAnc	3408	688	1_SC3	254	1594	653	1505	1088
DivAnc	17017	575	1_SC3	30	117	81	174	94
DivAnc	38419	781	1_SC3	373	2163	1152	2333	1607
DivAnc	62270	512	1_SC3	124	706	341	654	527
DivAnc	94042	1002	1_SC3	1	17	9	13	0
DivAnc	2068	376	1_SC3	80	439	224	495	399
DivAnc	192578	520	1_SC3	483	2910	1501	2671	2291
DivAnc	13499	883	1_SC3	154	851	395	854	673
DivAnc	173853	773	1_SC3	3	22	3	2	7
DivAnc	13496	375	1_SC3	1	0	0	0	0
DivAnc	102462	423	1_SC3	904	5254	2533	5080	4073
DivAnc	70265	52	1_SC3	103	446	195	332	260
DivAnc	122186	181	1_SC3	2	18	12	21	11
DivAnc	133361	974	1_SC3	219	1313	583	1090	915
DivAnc	9164	143	1_SC3	1	5	7	16	11
DivAnc	325789	1019	1_SC3	209	1219	574	1094	628
DivAnc	10433	830	1_SC3	63	392	151	272	286
DivAnc	218590	638	1_SC3	143	841	446	912	704
DivAnc	10435	423	1_SC3	751	4216	2267	4491	3439
DivAnc	122743	726	1_SC3	240	1264	563	1216	920
DivAnc	33016	248	1_SC3	185	1087	581	1260	885
DivAnc	120923	228	1_SC3	380	2202	1190	2324	1915
DivAnc	21747	214	1_SC3	43	294	144	334	223
DivAnc	164437	913	1_SC3	281	1728	821	1886	1361
DivAnc	201919	718	1_SC3	1	12	7	2	3
DivAnc	33018	958	1_SC3	268	1615	683	1490	1209
DivAnc	5097	764	1_SC3	6	22	1	0	0
DivAnc	118915	17	1_SC3	54	278	192	397	327
DivAnc	8967	461	1_SC3	2	8	5	16	17
DivAnc	79178	80	1_SC3	1	1	0	0	0
DivAnc	323816	259	1_SC3	22	97	33	77	49
DivAnc	2938	883	1_SC3	1	0	0	0	0
DivAnc	16121	930	1_SC3	316	1725	883	1626	1174
DivAnc	102134	767	1_SC3	58	321	192	361	321
DivAnc	8187	110	1_SC3	7	5	15	17	18
DivAnc	48164	1007	1_SC3	644	3854	1962	4171	3307
DivAnc	149299	95	1_SC3	1	0	0	0	0
DivAnc	87011	894	1_SC3	1	12	0	0	0
DivAnc	62661	414	1_SC3	352	2023	981	2096	1692
DivAnc	11895	949	1_SC3	85	609	304	648	504
DivAnc	33786	279	1_SC3	223	1320	681	1318	1063
DivAnc	26916	80	1_SC3	4	5	0	0	0
DivAnc	1648	804	1_SC3	357	2030	1071	2042	1697
DivAnc	20188	710	1_SC3	42	254	115	209	174
DivAnc	70461	55	1_SC3	3	84	43	95	60
DivAnc	14288	203	1_SC3	2	0	0	0	0
DivAnc	30477	819	1_SC3	210	1292	630	1252	841
DivAnc	142559	526	1_SC3	154	840	534	910	720
DivAnc	29490	46	1_SC3	300	1837	936	1834	1707
DivAnc	232713	521	1_SC3	1	19	10	13	20
DivAnc	78704	192	1_SC3	429	2441	1280	2421	1880
DivAnc	31877	366	1_SC3	548	3071	1618	3205	2501
DivAnc	142556	731	1_SC3	3	18	3	0	0
DivAnc	89052	1000	1_SC3	1	4	12	11	23
DivAnc	123767	1000	1_SC3	28	254	97	203	164
DivAnc	2803	494	1_SC3	1	4	0	0	0
DivAnc	196509	843	1_SC3	196	1108	539	1127	782
DivAnc	62068	189	1_SC3	1	0	0	0	0
DivAnc	1423	546	1_SC3	3	17	0	0	0
DivAnc	68572	938	1_SC3	1	6	0	0	0
DivAnc	216539	469	1_SC3	2	0	0	0	0
DivAnc	29018	204	1_SC3	4	5	6	21	6
DivAnc	94859	775	1_SC3	2	7	3	0	0
DivAnc	243747	596	1_SC3	43	216	102	159	102
DivAnc	78517	735	1_SC3	4	16	10	5	0
DivAnc	243218	1000	1_SC3	16	84	46	68	33
DivAnc	54381	812	1_SC3	355	2029	988	1877	1202
DivAnc	91794	1012	1_SC3	101	667	344	663	527
DivAnc	8075	55	1_SC3	198	1297	676	1437	1118
DivAnc	199989	40	1_SC3	1	0	0	0	0
DivAnc	35883	912	1_SC3	1	10	0	0	0
DivAnc	5556	608	1_SC3	1	0	0	0	0
DivAnc	40509	609	1_SC3	38	290	192	251	240
DivAnc	9861	292	1_SC3	31	164	63	122	88
DivAnc	15460	1002	1_SC3	117	677	381	716	590
DivAnc	280259	423	1_SC3	284	1535	762	1520	1132
DivAnc	6484	476	1_SC3	1	0	0	0	0
DivAnc	26773	212	1_SC3	62	415	203	447	385
DivAnc	26772	221	1_SC3	1	0	0	0	0
DivAnc	14425	846	1_SC3	612	3744	1712	3201	2505
DivAnc	26775	186	1_SC3	1	16	5	8	9
DivAnc	38247	61	1_SC3	3	0	0	0	0
DivAnc	53816	66	1_SC3	289	1561	824	1480	1004
DivAnc	24504	996	1_SC3	2	0	0	0	0
DivAnc	59051	1015	1_SC3	1	14	0	0	0
DivAnc	226257	976	1_SC3	145	775	405	855	706
DivAnc	76132	998	1_SC3	21	101	58	120	65
DivAnc	140134	97	1_SC3	152	766	395	867	683
DivAnc	1515	248	1_SC3	473	2463	1234	2045	1613
DivAnc	148968	954	1_SC3	260	1465	734	1781	1411
DivAnc	12179	718	1_SC3	1	0	0	0	0
DivAnc	1510	163	1_SC3	375	2099	928	1874	1404
DivAnc	144527	434	1_SC3	1	0	0	0	0
DivAnc	34773	453	1_SC3	263	1405	608	1188	805
DivAnc	5886	111	1_SC3	2	21	10	27	19
DivAnc	93648	159	1_SC3	3	0	0	0	0
DivAnc	34579	825	1_SC3	79	415	181	509	316
DivAnc	213126	90	1_SC3	1	0	0	0	0
DivAnc	30897	344	1_SC3	1	11	7	12	55
DivAnc	6940	109	1_SC3	1	0	0	0	0
DivAnc	30890	986	1_SC3	39	243	78	158	133
DivAnc	123012	52	1_SC3	157	959	460	931	826
DivAnc	96211	132	1_SC3	1	0	0	0	0
DivAnc	28944	986	1_SC3	193	1136	508	951	609
DivAnc	53497	185	1_SC3	3	8	0	0	0
DivAnc	103731	220	1_SC3	2	9	9	38	37
DivAnc	19099	47	1_SC3	46	195	78	146	137
DivAnc	19725	34	1_SC3	1	2	3	3	28
DivAnc	35559	114	1_SC3	14	79	47	128	64
DivAnc	11557	1015	1_SC3	405	2411	1171	2617	2100
DivAnc	11556	119	1_SC3	4	21	2	4	0
DivAnc	217469	623	1_SC3	1	0	0	0	0
DivAnc	32683	845	1_SC3	563	3304	1505	3040	2318
DivAnc	32680	970	1_SC3	1	9	4	16	16
DivAnc	154882	109	1_SC3	280	1656	772	1283	844
DivAnc	60968	234	1_SC3	343	2136	1012	1994	1469
DivAnc	93799	412	1_SC3	264	1531	736	1605	1133
DivAnc	353	639	1_SC3	1	0	0	0	0
DivAnc	352	684	1_SC3	1	14	3	0	0
DivAnc	7503	97	1_SC3	371	2077	1082	2085	1740
DivAnc	221173	513	1_SC3	6	30	6	10	0
DivAnc	3987	647	1_SC3	1	5	0	0	0
DivAnc	359	189	1_SC3	39	236	124	279	327
DivAnc	244120	202	1_SC3	9	14	5	13	6
DivAnc	12774	202	1_SC3	2	9	0	0	0
DivAnc	101483	456	1_SC3	467	2843	1283	2437	2027
DivAnc	325797	1021	1_SC3	23	175	81	178	176
DivAnc	4706	55	1_SC3	46	291	108	298	238
DivAnc	325795	1021	1_SC3	12	81	45	175	131
DivAnc	43401	1001	1_SC3	2	9	1	15	22
DivAnc	69388	652	1_SC3	4	56	29	44	41
DivAnc	46109	202	1_SC3	195	1173	547	958	777
DivAnc	201281	50	1_SC3	1	6	0	0	0
DivAnc	27369	638	1_SC3	334	2029	1108	1963	1451
DivAnc	27165	390	1_SC3	3	28	10	50	28
DivAnc	288	864	1_SC3	1	8	7	16	5
DivAnc	279847	823	1_SC3	108	550	224	428	284
DivAnc	325791	1019	1_SC3	217	1022	493	659	523
DivAnc	284	622	1_SC3	720	4041	2172	4474	3306
DivAnc	287	511	1_SC3	1	1	2	17	20
DivAnc	116287	163	1_SC3	272	1523	789	1590	1109
DivAnc	98472	757	1_SC3	1	9	0	0	0
DivAnc	38886	710	1_SC3	751	4486	2210	4309	3645
DivAnc	99302	742	1_SC3	119	685	351	524	442
DivAnc	100977	618	1_SC3	148	950	506	1187	934
DivAnc	13154	552	1_SC3	3	43	19	78	66
DivAnc	281208	513	1_SC3	324	1744	814	1746	1424
DivAnc	61984	526	1_SC3	2	7	0	0	0
DivAnc	186904	572	1_SC3	259	1506	724	1345	1083
DivAnc	88017	846	1_SC3	226	1317	646	1237	996
DivAnc	24858	716	1_SC3	7	62	34	111	156
DivAnc	43061	756	1_SC3	226	1335	652	1341	1062
DivAnc	17243	856	1_SC3	1	4	5	0	0
DivAnc	57606	805	1_SC3	113	807	436	654	648
DivAnc	7890	125	1_SC3	81	368	173	317	224
DivAnc	69094	524	1_SC3	8	33	17	31	10
DivAnc	199681	348	1_SC3	539	3077	1492	2787	2063
DivAnc	252410	267	1_SC3	1	11	19	18	4
DivAnc	191694	558	1_SC3	2	10	12	28	17
DivAnc	8548	109	1_SC3	1	14	0	0	0
DivAnc	97433	845	1_SC3	9	67	63	105	104
DivAnc	191508	780	1_SC3	1	0	0	0	0
DivAnc	238560	431	1_SC3	1	0	0	0	0
DivAnc	39936	817	1_SC3	2	6	6	20	23
DivAnc	2785	780	1_SC3	342	1872	978	1986	1457
DivAnc	256	631	1_SC3	381	2117	1036	1888	1440
DivAnc	53388	371	1_SC3	11	55	3	16	17
DivAnc	38407	998	1_SC3	22	122	39	93	43
DivAnc	57517	461	1_SC3	118	726	324	579	507
DivAnc	2079	170	1_SC3	1	0	0	0	0
DivAnc	6308	715	1_SC3	1	4	1	6	9
DivAnc	152815	50	1_SC3	260	1659	902	1759	1257
DivAnc	12156	800	1_SC3	1	0	0	0	0
DivAnc	167525	792	1_SC3	1	8	3	6	0
DivAnc	48570	60	1_SC3	56	250	139	264	214
DivAnc	70705	16	1_SC3	2	6	0	0	0
DivAnc	118830	423	1_SC3	633	3938	1934	3794	2862
DivAnc	113307	439	1_SC3	63	291	105	257	189
DivAnc	211962	646	1_SC3	743	4199	2092	4403	3270
DivAnc	5666	186	1_SC3	1	0	0	0	0
DivAnc	130504	201	1_SC3	2	14	0	0	0
DivAnc	62457	186	1_SC3	1	0	0	0	0
DivAnc	21595	849	1_SC3	3	39	15	44	29
DivAnc	10427	148	1_SC3	342	1859	1009	2168	1576
DivAnc	94145	932	1_SC3	61	299	179	328	274
DivAnc	33062	677	1_SC3	1	0	0	0	0
DivAnc	125448	800	1_SC3	1	0	0	0	0
DivAnc	22860	853	1_SC3	77	438	183	386	343
DivAnc	4968	52	1_SC3	259	1514	903	1490	1184
DivAnc	98877	692	1_SC3	173	1074	567	1267	1074
DivAnc	2673	622	1_SC3	1	0	0	0	0
DivAnc	2675	756	1_SC3	147	826	371	790	545
DivAnc	26906	19	1_SC3	229	1250	611	1274	1126
DivAnc	15899	423	1_SC3	8	27	22	24	27
DivAnc	8555	524	1_SC3	506	2940	1570	3026	2567
DivAnc	18606	227	1_SC3	1	8	0	0	0
DivAnc	53524	476	1_SC3	278	1686	908	1639	1434
DivAnc	48150	287	1_SC3	147	728	350	708	588
DivAnc	172617	971	1_SC3	133	943	492	1282	926
DivAnc	112967	809	1_SC3	1	19	5	16	9
DivAnc	1986	133	1_SC3	330	1854	929	1985	1299
DivAnc	290388	46	1_SC3	2	5	6	12	8
DivAnc	171208	623	1_SC3	185	992	545	989	740
DivAnc	197599	717	1_SC3	396	2231	1016	2283	1867
DivAnc	3213	520	1_SC3	201	1012	443	851	752
DivAnc	1639	755	1_SC3	2	0	0	0	0
DivAnc	160392	437	1_SC3	1	0	0	0	0
DivAnc	211410	274	1_SC3	1	0	0	0	0
DivAnc	316532	903	1_SC3	254	1402	743	1607	1367
DivAnc	59931	85	1_SC3	70	490	297	637	549
DivAnc	137633	83	1_SC3	6	68	32	92	69
DivAnc	33513	938	1_SC3	3	0	0	0	0
DivAnc	30319	677	1_SC3	1	0	0	0	0
DivAnc	562	834	1_SC3	2	21	7	12	7
DivAnc	30863	647	1_SC3	3	12	0	0	0
DivAnc	86290	1001	1_SC3	57	289	144	308	221
DivAnc	39439	756	1_SC3	1	0	0	0	0
DivAnc	27694	191	1_SC3	1	19	3	12	13
DivAnc	17815	52	1_SC3	47	197	130	238	193
DivAnc	3171	33	1_SC3	3	18	10	24	34
DivAnc	7649	95	1_SC3	4	20	12	5	7
DivAnc	188579	326	1_SC3	282	1639	804	1496	975
DivAnc	12971	95	1_SC3	355	2175	1056	2343	1918
DivAnc	30790	423	1_SC3	561	3042	1450	3126	2504
DivAnc	7082	362	1_SC3	4	29	6	44	32
DivAnc	29557	772	1_SC3	2	6	0	0	0
DivAnc	29006	865	1_SC3	28	100	64	90	35
DivAnc	1189	981	1_SC3	567	3369	1761	3314	2666
DivAnc	5426	639	1_SC3	1	7	0	0	0
DivAnc	722	48	1_SC3	486	3146	1689	3447	2664
DivAnc	84462	715	1_SC3	122	786	337	765	589
DivAnc	239669	202	1_SC3	403	2466	1155	2320	1769
DivAnc	23530	340	1_SC3	74	437	262	482	275
