STRAIN	BC_ID	MU_ID	ENV	gen_0	gen_10	gen_20	gen_30	gen_40
DivAnc	1169	612	1_SC3	1	0	0	0	0
DivAnc	35891	675	1_SC3	3	17	19	76	47
DivAnc	18139	825	1_SC3	355	2241	1231	2474	1856
DivAnc	27825	526	1_SC3	521	2966	1519	3123	2575
DivAnc	89756	718	1_SC3	61	392	215	401	262
DivAnc	9800	677	1_SC3	1	13	3	10	0
DivAnc	213671	605	1_SC3	36	218	98	178	156
DivAnc	129221	3	1_SC3	283	1519	830	1419	1197
DivAnc	49	252	1_SC3	2	15	14	9	19
DivAnc	45	71	1_SC3	386	2138	1237	2373	1799
DivAnc	114842	894	1_SC3	1	0	0	0	0
DivAnc	76147	162	1_SC3	71	544	273	565	494
DivAnc	283681	985	1_SC3	2	21	9	0	0
DivAnc	272657	674	1_SC3	2	6	9	6	0
DivAnc	73649	981	1_SC3	2	1	5	11	28
DivAnc	258802	960	1_SC3	282	1603	752	1506	1138
DivAnc	8391	118	1_SC3	28	200	98	232	240
DivAnc	100565	593	1_SC3	633	3685	1732	3484	2648
DivAnc	23627	181	1_SC3	246	1559	835	1518	1144
DivAnc	50396	536	1_SC3	2	51	22	51	28
DivAnc	268845	802	1_SC3	443	2810	1637	3333	2417
DivAnc	123023	279	1_SC3	1	30	12	30	44
DivAnc	87768	291	1_SC3	1	32	6	46	17
DivAnc	5634	825	1_SC3	3	12	8	23	12
DivAnc	472	364	1_SC3	473	2691	1427	3176	2307
DivAnc	34146	768	1_SC3	175	1210	648	1363	963
DivAnc	3194	639	1_SC3	358	1848	905	1734	1306
DivAnc	3191	983	1_SC3	1	0	0	0	0
DivAnc	28754	392	1_SC3	711	4272	2138	4766	3299
DivAnc	28977	885	1_SC3	342	1965	1024	1935	1522
DivAnc	266716	423	1_SC3	10	80	25	64	58
DivAnc	79495	1018	1_SC3	1	1	0	0	0
DivAnc	35940	1005	1_SC3	1	0	0	0	0
DivAnc	7466	261	1_SC3	25	116	54	81	94
